year day bgsex bgsey bgsez
2019 61 4.168 -2.969 -1.731
2019 61 3.560 -3.795 -1.277
2019 61 4.030 -3.218 -1.228
2019 61 2.911 -4.002 -1.395
2019 61 1.707 -4.489 -2.102
2019 61 1.518 -4.330 -2.618
2019 61 1.698 -4.057 -2.879
2019 61 2.930 -3.289 -2.755
2019 61 4.360 -2.841 -0.870
2019 61 4.628 -2.412 -1.084
2019 61 4.633 -2.450 -1.054
2019 61 4.296 -2.701 -1.581
2019 61 4.299 -2.722 -1.524
2019 61 4.356 -2.566 -1.297
2019 61 4.118 -2.161 -2.465
2019 61 4.033 -3.068 -1.650
2019 61 3.673 -3.481 -1.781
2019 61 3.764 -3.213 -1.685
2019 61 4.036 -2.140 -2.541
2019 61 3.808 -0.624 -3.291
2019 61 4.379 -0.328 -2.650
2019 61 4.492 -0.221 -2.504
2019 61 4.222 -1.926 -2.229
2019 61 3.956 -2.662 -2.342
2019 61 3.816 -3.024 -0.925
2019 61 2.585 -4.169 1.270
2019 61 1.357 -4.548 1.696
2019 61 0.745 -4.572 1.255
2019 61 2.436 -4.314 0.584
2019 61 2.016 -4.670 -0.486
2019 61 1.778 -4.765 -0.961
2019 61 2.050 -4.358 -1.715
2019 61 1.493 -4.707 -1.355
2019 61 1.844 -4.690 -0.963
2019 61 3.746 -3.272 -1.164
2019 61 4.553 -1.761 -1.300
2019 61 5.059 0.010 0.145
2019 61 4.928 -0.640 -0.283
2019 61 4.259 -2.148 -1.134
2019 61 3.790 -3.138 -1.197
2019 61 4.604 -2.159 -0.247
2019 61 2.630 -3.914 -1.522
2019 61 3.416 -3.633 -1.392
2019 61 3.523 -3.327 -1.884
2019 61 3.342 -2.881 -2.858
2019 61 4.175 -2.436 -2.152
2019 61 4.107 -1.936 -2.710
2019 61 3.724 -1.986 -3.109
2019 61 4.257 -2.215 -2.325
2019 61 4.387 -2.073 -2.331
2019 61 4.252 -2.187 -2.488
2019 61 3.722 -2.514 -2.983
2019 61 4.871 -0.471 -1.426
2019 61 5.213 0.054 -0.982
2019 61 5.292 -0.020 -0.404
2019 61 5.355 -0.185 0.258
2019 61 5.469 0.209 -0.162
2019 61 5.452 0.002 0.560
2019 61 5.408 -0.204 0.672
2019 61 5.229 -0.153 0.643
2019 61 5.226 -0.046 0.024
2019 61 4.296 -2.396 -1.133
2019 61 4.719 -1.249 -1.364
2019 61 4.376 -1.379 -1.451
2019 61 0.473 -4.244 2.760
2019 61 1.833 -4.138 2.570
2019 61 1.165 -4.278 2.687
2019 61 1.170 -4.407 2.604
2019 61 1.826 -4.273 2.359
2019 61 1.313 -3.843 3.040
2019 61 2.380 -3.817 0.718
2019 61 3.591 -3.408 0.228
2019 61 3.180 -3.667 1.479
2019 61 3.189 -3.530 1.666
2019 61 3.497 -3.130 1.897
2019 61 3.172 -3.157 2.316
2019 61 2.998 -2.919 2.646
2019 61 2.634 -1.393 3.694
2019 61 1.549 -2.997 1.858
2019 61 0.907 -4.565 0.441
2019 61 2.740 -2.927 1.408
2019 61 4.466 -0.506 2.101
2019 61 4.859 -0.637 1.127
2019 61 4.841 -0.913 1.161
2019 61 4.914 -0.946 0.782
2019 61 4.748 -1.072 0.998
2019 61 4.738 -1.428 1.141
2019 61 4.687 -1.628 1.034
2019 61 4.835 -1.676 0.020
2019 61 4.702 -1.871 -0.007
2019 61 4.706 -1.796 -0.208
2019 61 4.372 -1.540 -0.535
2019 61 3.291 -2.543 0.013
2019 61 0.369 -4.228 -0.959
2019 61 1.317 -4.013 -1.336
2019 61 1.546 -3.501 -2.254
2019 61 1.991 -2.121 -0.482
2019 61 2.934 -0.306 3.612
2019 61 1.934 -0.801 4.351
2019 61 2.155 -2.514 3.618
2019 61 1.876 -2.587 3.193
2019 61 2.484 -2.852 3.344
2019 61 2.223 -3.430 2.789
2019 61 1.736 -4.240 1.827
2019 61 2.245 -4.135 1.212
2019 61 2.334 -4.105 -0.632
2019 61 2.856 -3.914 -0.043
2019 61 2.695 -4.028 -0.401
2019 61 2.822 -3.662 -1.077
2019 61 2.467 -3.116 -2.192
2019 61 3.024 -3.367 -1.005
2019 61 3.745 -2.397 -1.222
2019 61 3.360 -2.450 -1.270
2019 61 0.442 -4.238 -1.027
2019 61 -0.550 -4.866 -0.865
2019 61 -0.496 -5.035 -0.909
2019 61 0.136 -4.866 -1.517
2019 61 0.745 -4.666 -1.745
2019 61 -0.048 -4.666 -0.957
2019 61 -1.202 -4.686 -0.663
2019 61 -0.110 -4.866 -0.590
2019 61 -1.235 -4.497 -0.528
2019 61 -1.487 -4.412 -1.062
2019 61 -1.033 -4.442 -1.471
2019 61 -0.389 -4.373 -1.718
2019 61 -0.402 -4.337 -1.782
2019 61 -0.440 -4.559 -1.581
2019 61 -0.366 -4.475 -1.996
2019 61 -0.407 -4.435 -2.210
2019 61 0.056 -4.474 -2.161
2019 61 0.259 -4.269 -2.536
2019 61 0.536 -3.964 -2.933
2019 61 0.816 -3.928 -2.504
2019 61 0.770 -3.668 -2.592
2019 61 2.994 -3.618 -0.033
2019 61 3.184 -3.609 0.131
2019 61 3.174 -3.374 1.126
2019 61 3.140 -3.297 1.522
2019 61 3.872 -1.772 -1.594
2019 61 3.903 -0.997 -2.664
2019 61 4.412 -1.372 -0.982
2019 61 4.079 -2.010 -1.136
2019 61 3.626 -1.655 -1.618
2019 61 2.999 -2.366 -0.406
2019 61 1.744 -3.673 1.224
2019 61 2.819 -3.402 -0.550
2019 61 2.639 -2.984 -2.109
2019 61 2.576 -3.319 -1.591
2019 61 2.676 -3.350 -1.168
2019 61 2.880 -2.981 -1.932
2019 61 2.794 -3.063 -1.942
2019 61 3.057 -2.660 -1.951
2019 61 2.828 -3.177 -1.911
2019 61 3.035 -3.065 -1.746
2019 61 2.710 -3.165 -1.737
2019 61 3.251 -2.558 -1.799
2019 61 3.254 -2.440 -1.775
2019 61 3.320 -2.785 -1.337
2019 61 3.392 -2.438 -1.924
2019 61 3.276 -2.733 -1.401
2019 61 3.674 -1.812 -2.011
2019 61 3.719 -1.920 -1.923
2019 61 3.510 -2.092 -2.052
2019 61 3.760 -1.519 -2.168
2019 61 3.755 -1.709 -2.025
2019 61 3.094 -2.337 -2.257
2019 61 3.544 -2.038 -1.707
2019 61 4.149 -0.848 -1.066
2019 61 4.065 -1.664 -1.005
2019 61 3.966 -1.910 -0.962
2019 61 3.777 -2.165 -1.217
2019 61 3.563 -2.401 -1.329
2019 61 3.928 -1.985 -0.937
2019 61 3.822 -2.045 -1.168
2019 61 3.883 -1.789 -0.749
2019 61 3.752 -2.007 -0.726
2019 61 4.323 -0.701 -0.671
2019 61 4.435 -0.612 -0.345
2019 61 4.213 -1.301 -0.279
2019 61 4.077 -1.720 -0.045
2019 61 3.981 -1.677 -0.145
2019 61 3.846 -1.939 -0.144
2019 61 3.580 -2.322 0.514
2019 61 3.518 -2.446 -0.407
2019 61 3.748 -0.494 0.888
2019 61 3.698 1.270 1.991
2019 61 3.873 0.707 1.750
2019 61 4.239 -0.007 0.883
2019 61 4.250 0.402 0.786
2019 61 3.950 0.539 1.614
2019 61 3.529 2.124 1.246
2019 61 3.182 2.341 1.740
2019 61 3.057 2.513 1.959
2019 61 2.584 2.938 2.369
2019 61 2.723 3.283 1.204
2019 61 2.934 3.005 0.957
2019 61 2.839 3.182 0.594
2019 61 2.491 3.549 -0.100
2019 61 2.956 2.996 0.533
2019 61 3.510 2.547 0.821
2019 61 3.530 2.596 0.964
2019 61 3.683 1.546 2.424
2019 61 3.743 2.481 1.051
2019 61 3.716 2.023 2.031
2019 61 3.594 2.362 1.990
2019 61 3.555 2.568 1.792
2019 61 3.542 2.594 1.684
2019 61 3.591 2.568 1.018
2019 61 3.687 2.229 1.842
2019 61 3.182 1.314 2.952
2019 61 2.888 1.988 3.079
2019 61 3.306 1.846 2.566
2019 61 2.560 1.217 3.422
2019 61 2.853 1.575 3.338
2019 61 2.769 1.453 3.383
2019 61 2.484 -1.344 3.871
2019 61 1.779 -2.113 3.939
2019 61 1.757 -2.395 3.672
2019 61 2.134 -2.445 3.440
2019 61 2.130 -2.524 3.444
2019 61 1.655 -3.094 3.248
2019 61 1.269 -3.342 3.157
2019 61 1.400 -3.606 2.856
2019 61 0.349 -3.870 2.761
2019 61 0.102 -4.324 1.956
2019 61 0.534 -4.398 1.719
2019 61 0.652 -4.443 1.510
2019 61 -0.012 -4.476 1.329
2019 61 0.075 -4.458 1.310
2019 61 0.657 -4.403 0.831
2019 61 0.751 -4.419 0.622
2019 61 0.127 -4.578 0.504
2019 61 -0.355 -4.630 0.142
2019 61 -0.959 -4.628 0.204
2019 61 -1.591 -4.356 0.274
2019 61 -0.909 -4.748 -0.168
2019 61 -1.080 -4.690 -0.522
2019 61 -0.338 -4.790 -0.220
2019 61 -0.810 -4.730 -0.514
2019 61 -0.544 -4.685 -0.595
2019 61 -0.035 -4.612 -0.937
2019 61 0.621 -4.591 -0.783
2019 61 1.232 -4.546 0.070
2019 61 0.987 -4.547 -0.041
2019 61 0.870 -4.623 0.098
2019 61 0.627 -4.626 -0.146
2019 61 0.720 -4.624 0.704
2019 61 -0.436 -4.646 -0.048
2019 61 -0.776 -4.579 -0.381
2019 61 -0.552 -4.571 -0.887
2019 61 -0.821 -3.998 -1.706
2019 61 -0.759 -4.643 -0.252
2019 61 -1.702 -3.843 1.135
2019 61 -0.765 -4.520 0.948
2019 61 0.328 -4.399 1.097
2019 61 0.993 -4.527 0.232
2019 61 -1.517 -3.904 1.402
2019 61 0.784 -4.620 1.091
2019 61 1.894 -4.333 0.862
2019 61 0.675 -4.396 0.447
2019 61 -0.246 -4.750 0.956
2019 61 0.262 -4.533 1.585
2019 61 -0.753 -4.740 -0.283
2019 61 -1.487 -4.368 -1.224
2019 61 0.129 -4.713 1.437
2019 61 1.148 -4.195 2.182
2019 61 0.141 -4.289 2.043
2019 61 1.348 -4.339 1.515
2019 61 1.431 -3.672 2.787
2019 61 1.640 -4.185 1.874
2019 61 -1.014 -4.149 -0.320
2019 61 -2.420 -3.853 -1.729
2019 61 2.477 -3.446 1.729
2019 61 2.379 -3.885 1.648
2019 61 1.371 -4.458 0.213
2019 61 1.045 -4.562 -0.756
2019 61 0.958 -4.667 -0.460
2019 61 0.796 -4.642 -0.103
2019 61 0.956 -4.531 0.128
2019 61 0.018 -4.540 -0.215
2019 61 2.055 -0.448 3.061
2019 61 2.634 -0.804 3.756
2019 61 2.788 -2.133 2.910
2019 61 2.574 -2.675 2.545
2019 61 2.808 -1.773 3.288
2019 61 2.731 -1.903 3.144
2019 61 3.190 -1.463 2.858
2019 61 3.120 -1.512 2.761
2019 61 2.352 -1.479 3.136
2019 61 2.974 1.011 3.032
2019 61 3.138 0.568 3.099
2019 61 3.022 -0.165 3.371
2019 61 3.388 -0.953 2.753
2019 61 3.103 -1.838 2.569
2019 61 2.294 -2.361 3.050
2019 61 1.879 -2.955 2.439
2019 61 1.622 -3.358 2.118
2019 61 1.538 -3.524 1.875
2019 61 1.984 -3.340 2.157
2019 61 1.531 -3.086 2.216
2019 61 0.577 -2.927 3.284
2019 61 -0.071 -3.297 2.975
2019 61 0.060 -3.095 3.149
2019 61 1.453 -2.189 3.348
2019 61 1.663 -2.253 3.527
2019 61 1.123 -2.882 3.298
2019 61 0.550 -3.140 3.095
2019 61 -1.035 -3.391 3.082
2019 61 -1.042 -2.885 3.148
2019 61 -1.708 -2.799 2.834
2019 61 -1.648 -2.807 2.976
2019 61 -1.188 -3.594 2.443
2019 61 -1.359 -2.595 3.098
2019 61 -0.756 -3.235 2.874
2019 61 -1.536 -2.867 2.854
2019 61 -1.240 -3.300 2.704
2019 61 -1.211 -3.607 2.369
2019 61 -1.726 -3.569 2.014
2019 61 -1.873 -3.336 1.920
2019 61 -2.570 -3.689 0.510
2019 61 -2.401 -3.771 -0.151
2019 61 -1.845 -4.139 -0.105
2019 61 -1.394 -4.197 -0.176
2019 61 -0.868 -4.122 0.003
2019 61 -0.072 -4.140 -0.490
2019 61 1.454 -3.918 -0.051
2019 61 2.296 -3.650 -0.438
2019 61 2.286 -2.862 -1.321
2019 61 3.080 -2.704 -1.580
2019 61 2.837 -3.004 -0.743
2019 61 2.878 -3.039 -1.561
2019 61 1.662 -3.531 -0.637
2019 61 1.041 -4.323 -0.125
2019 61 1.158 -4.189 -0.275
2019 61 0.883 -4.200 -0.480
2019 61 0.681 -4.264 -0.579
2019 61 0.548 -4.400 -0.521
2019 61 -0.531 -4.581 0.137
2019 61 -1.300 -4.400 -0.163
2019 61 -1.010 -4.530 0.166
2019 61 -0.737 -4.682 0.199
2019 61 -0.380 -4.657 0.210
2019 61 -0.034 -4.846 0.123
2019 61 0.293 -4.719 0.214
2019 61 0.309 -4.721 0.198
2019 61 0.664 -4.796 -0.000
2019 61 0.131 -4.840 0.217
2019 61 -0.238 -4.799 0.604
2019 61 -0.658 -4.751 0.664
2019 61 -0.471 -4.771 0.743
2019 61 0.255 -4.815 0.164
2019 61 0.261 -4.860 0.044
2019 61 0.385 -4.791 -0.240
2019 61 0.117 -4.771 -0.508
2019 61 0.492 -4.758 0.081
2019 61 0.711 -4.614 -0.080
2019 61 1.251 -4.557 0.154
2019 61 1.328 -4.572 0.744
2019 61 1.292 -4.561 0.019
2019 61 1.815 -4.455 -0.035
2019 61 0.879 -4.471 0.676
2019 61 0.481 -4.548 0.923
2019 61 0.197 -4.453 1.101
2019 61 2.509 -3.564 0.622
2019 61 2.253 -3.639 1.107
2019 61 2.634 -3.720 0.351
2019 61 2.773 -3.619 -0.150
2019 61 2.355 -3.813 -0.052
2019 61 2.303 -3.809 0.178
2019 61 2.492 -3.598 -0.086
2019 61 2.111 -3.487 0.994
2019 61 1.384 -3.099 2.560
2019 61 2.106 -3.286 1.848
2019 61 2.195 -3.976 0.284
2019 61 2.073 -3.975 0.505
2019 61 0.226 -4.399 0.784
2019 61 1.233 -4.133 1.495
2019 61 1.005 -4.285 0.983
2019 61 0.180 -4.403 1.171
2019 61 0.886 -4.136 1.336
2019 61 1.442 -4.018 0.785
2019 61 0.731 -4.025 0.152
2019 61 -0.676 -4.236 -0.542
2019 61 1.817 -3.848 -1.302
2019 61 3.478 -1.849 -1.837
2019 61 4.106 0.946 -1.384
2019 61 4.246 0.343 -1.177
2019 61 4.254 -1.247 -0.703
2019 61 3.941 -1.973 -0.605
2019 61 4.216 -1.761 0.439
2019 61 4.189 -1.683 -0.602
2019 61 4.200 -1.054 -1.282
2019 61 3.694 -2.114 -1.481
2019 61 3.745 -2.015 -1.476
2019 61 3.761 -1.296 -2.106
2019 61 4.101 -0.095 -1.664
2019 61 0.594 -4.207 -1.337
2019 61 1.200 -4.289 -1.300
2019 61 1.516 -3.911 -1.959
2019 61 1.375 -3.340 -2.832
2019 61 1.498 -3.954 -2.084
2019 61 2.112 -3.883 -1.577
2019 61 2.320 -3.705 -1.724
2019 61 2.369 -3.567 -1.956
2019 61 2.908 -3.399 -1.468
2019 61 2.550 -3.997 -0.835
2019 61 2.977 -3.776 -0.076
2019 61 3.546 -3.280 0.139
2019 61 3.458 -3.371 0.358
2019 61 2.965 -3.784 0.486
2019 61 1.066 -4.575 0.336
2019 61 1.035 -4.530 0.658
2019 61 1.375 -4.256 1.515
2019 61 1.342 -4.286 1.541
2019 61 1.378 -4.220 1.650
2019 61 1.381 -4.086 1.966
2019 61 0.353 -4.537 1.033
2019 61 0.160 -4.500 0.915
2019 61 -0.505 -4.560 0.633
2019 61 -0.478 -4.383 0.518
2019 61 -0.079 -4.479 1.119
2019 61 -0.834 -4.436 0.876
2019 61 -1.611 -4.392 0.430
2019 61 -2.164 -4.219 0.108
2019 61 -2.078 -4.342 -0.096
2019 61 -1.683 -4.545 -0.285
2019 61 -1.117 -4.988 0.009
2019 61 -0.873 -4.667 1.046
2019 61 -1.079 -4.695 -0.207
2019 61 -1.285 -4.584 -0.957
2019 61 -1.305 -4.647 -0.757
2019 61 -1.326 -4.707 -0.486
2019 61 -1.155 -4.533 -0.962
2019 61 -0.929 -4.485 -1.295
2019 61 -1.159 -4.585 -1.053
2019 61 -1.671 -4.375 -0.213
2019 61 -2.354 -3.940 0.268
2019 61 -2.204 -4.017 0.878
2019 61 -2.298 -3.971 0.763
2019 61 -1.270 -4.110 1.690
2019 61 -0.601 -4.392 1.132
2019 61 -0.674 -4.466 0.381
2019 61 -0.246 -4.377 1.134
2019 61 -0.311 -4.600 0.080
2019 61 -1.366 -4.404 -0.456
2019 61 -1.507 -4.273 -0.281
2019 61 -1.602 -4.268 0.058
2019 61 -1.832 -4.352 -0.118
2019 61 -0.792 -4.529 -0.148
2019 61 -1.287 -4.360 -0.157
2019 61 -2.455 -3.888 0.282
2019 61 -1.987 -4.087 0.046
2019 61 -1.438 -4.297 -0.319
2019 61 -1.576 -4.232 -0.130
2019 61 -1.659 -4.223 0.109
2019 61 -1.934 -4.019 -0.118
2019 61 -1.750 -4.375 -0.040
2019 61 -1.462 -4.447 0.327
2019 61 -0.997 -4.439 0.024
2019 61 -0.413 -4.499 -0.835
2019 61 -0.398 -4.452 -0.555
2019 61 -2.283 -2.777 2.191
2019 61 -1.899 -3.753 1.538
2019 61 -1.860 -3.843 1.693
2019 61 -1.877 -3.736 1.528
2019 61 -2.596 -3.321 0.808
2019 61 -0.830 -2.910 3.206
2019 61 -1.957 -3.160 2.347
2019 61 -1.607 -3.109 2.723
2019 61 -2.411 -3.284 2.475
2019 61 -1.906 -2.656 2.937
2019 61 -1.987 -3.715 0.610
2019 61 -1.651 -3.896 -0.021
2019 61 -1.809 -3.931 0.476
2019 61 -1.747 -3.987 0.593
2019 61 -1.478 -4.062 0.718
2019 61 -1.753 -3.940 1.017
2019 61 -1.922 -3.831 1.088
2019 61 -1.959 -3.805 1.130
2019 61 -1.643 -4.004 0.848
2019 61 -1.416 -4.063 1.168
2019 61 -1.435 -3.876 1.659
2019 61 -1.391 -3.947 1.864
2019 61 -1.134 -3.707 2.162
2019 61 -1.084 -4.424 1.254
2019 61 -1.124 -4.420 1.070
2019 61 -1.329 -4.143 1.509
2019 61 -1.131 -3.725 2.293
2019 61 -1.025 -3.956 1.942
2019 61 -0.927 -4.130 1.544
2019 61 -0.837 -3.900 1.877
2019 61 -0.697 -4.008 2.054
2019 61 -0.571 -4.310 1.684
2019 61 -1.038 -4.332 1.710
2019 61 0.442 -3.960 1.769
2019 61 0.368 -4.113 1.726
2019 61 -0.400 -4.400 1.317
2019 61 -0.409 -4.483 1.043
2019 61 -0.495 -4.517 0.762
2019 61 -0.657 -4.486 0.630
2019 61 -0.533 -4.489 0.011
2019 61 -0.528 -4.545 -0.123
2019 61 -0.604 -4.560 -0.059
2019 61 -0.649 -4.478 0.319
2019 61 -0.947 -4.306 0.471
2019 61 -0.967 -4.381 0.322
2019 61 -1.531 -4.402 0.611
2019 61 -1.436 -4.014 1.104
2019 61 -1.645 -3.910 0.997
2019 61 -1.631 -4.077 0.974
2019 61 -1.783 -4.141 1.040
2019 61 -1.700 -4.121 0.903
2019 61 -1.568 -4.142 0.741
2019 61 -2.148 -3.750 1.412
2019 61 -2.360 -3.786 1.357
2019 61 -2.466 -3.947 1.056
2019 61 -2.578 -3.571 1.511
2019 61 -2.947 -3.833 0.745
2019 61 -2.721 -3.902 1.016
2019 61 -2.903 -3.652 0.700
2019 61 -3.413 -3.396 -0.127
2019 61 -3.563 -3.238 -0.023
2019 61 -3.878 -2.918 -0.428
2019 61 -3.101 -3.603 -0.233
2019 61 -2.999 -3.752 -0.278
2019 61 -3.035 -3.855 -0.280
2019 61 -2.729 -3.877 -0.172
2019 61 -1.785 -3.584 -0.084
2019 61 1.120 -3.895 1.165
2019 61 0.541 -3.838 1.035
2019 61 1.308 -3.678 1.141
2019 61 0.601 -3.900 0.917
2019 61 -0.290 -3.971 0.148
2019 61 -0.272 -3.885 0.187
2019 61 0.452 -3.917 0.059
2019 61 -0.368 -3.883 0.527
2019 61 -1.796 -3.679 0.838
2019 61 0.519 -4.220 -0.861
2019 61 0.281 -4.044 -0.895
2019 61 0.572 -3.870 -0.892
2019 61 0.368 -3.752 -1.075
2019 61 1.459 -3.664 -1.024
2019 61 0.746 -3.957 -0.546
2019 61 0.563 -4.050 -0.234
2019 61 0.452 -4.110 -0.046
2019 61 0.040 -4.138 -0.844
2019 61 0.036 -4.161 -0.832
2019 61 0.653 -3.866 -1.832
2019 61 1.007 -2.431 -2.807
2019 61 -1.278 -3.657 -1.141
2019 61 -1.466 -3.516 -1.576
2019 61 -1.808 -3.700 -0.969
2019 61 -1.592 -2.797 -1.580
2019 61 -0.978 -3.166 -2.496
2019 61 -1.271 -3.602 -1.753
2019 61 -1.401 -3.651 -1.406
2019 61 -1.867 -3.409 -1.409
2019 61 -2.403 -3.348 -0.424
2019 61 -2.414 -3.176 -1.070
2019 61 -2.569 -2.980 -0.956
2019 61 -3.115 -2.763 -0.307
2019 61 -3.017 -2.831 -0.019
2019 61 -3.329 -2.500 -0.312
2019 61 -2.537 -2.644 1.356
2019 61 -2.451 -2.825 1.602
2019 61 -2.223 -3.389 0.745
2019 61 -2.223 -3.089 -0.490
2019 61 -2.196 -3.263 -0.939
2019 61 -2.327 -3.231 -0.555
2019 61 -2.499 -3.193 -0.270
2019 61 -2.501 -2.949 -0.738
2019 61 -0.994 -3.340 -2.029
2019 61 -1.639 -3.416 -1.828
2019 61 -2.051 -3.196 -1.882
2019 61 -1.439 -3.528 -1.584
2019 61 -1.769 -3.360 -1.553
2019 61 -1.950 -2.963 -2.114
2019 61 -1.426 -2.696 -2.699
2019 61 -1.740 -3.229 -1.840
2019 61 -1.872 -2.808 -2.086
2019 61 -1.970 -2.807 -1.908
2019 61 -2.200 -2.577 -2.207
2019 61 -1.973 -2.299 -2.562
2019 61 -1.569 -1.733 -3.009
2019 61 -1.342 -3.094 -1.985
2019 61 -2.228 -1.796 -2.795
2019 61 -1.791 -1.579 -3.113
2019 61 -1.617 -2.632 -1.288
2019 61 -1.726 -2.636 -1.316
2019 61 -1.458 -2.270 -2.091
2019 61 -1.736 -2.178 -1.988
2019 61 -2.237 -2.206 -1.871
2019 61 -2.304 -2.295 -1.786
2019 61 -1.350 -2.454 -1.838
2019 61 -0.807 -2.379 -1.967
2019 61 -0.968 -2.060 -1.925
2019 61 -0.639 -2.462 -1.815
2019 61 -0.628 -2.100 -2.150
2019 61 -0.824 -2.262 -2.110
2019 61 -0.838 -2.811 -1.552
2019 61 -2.404 -1.315 -2.030
2019 61 -3.232 -0.255 -2.122
2019 61 -2.986 -0.337 -2.340
2019 61 -2.859 -0.337 -2.179
2019 61 -2.568 -1.468 -1.831
2019 61 -1.790 -3.046 -0.421
2019 61 -2.466 -2.410 2.268
2019 61 -2.369 -2.979 1.954
2019 61 -2.569 -3.075 1.975
2019 61 -2.320 -3.521 1.608
2019 61 -1.877 -3.690 1.855
2019 61 -2.528 -3.466 1.475
2019 61 -1.829 -4.072 0.400
2019 61 -1.445 -4.154 -0.269
2019 61 -1.456 -4.059 0.089
2019 61 -1.618 -3.522 -1.564
2019 61 -1.558 -3.584 -1.651
2019 61 -1.702 -3.740 -1.102
2019 61 -2.868 -3.345 -0.519
2019 61 -2.960 -3.221 0.411
2019 61 -2.949 -3.178 0.488
2019 61 -2.680 -3.428 -0.257
2019 61 -2.132 -3.701 0.506
2019 61 -1.814 -3.511 0.933
2019 61 -2.412 -2.834 -0.690
2019 61 -2.422 -2.708 -1.283
2019 61 -1.584 -1.521 -3.551
2019 61 -1.520 -1.748 -3.540
2019 61 -1.922 -3.171 -0.761
2019 61 -1.996 -2.732 -1.947
2019 61 -1.789 -2.426 -2.868
2019 61 -1.774 -2.951 -2.111
2019 61 -1.690 -2.904 -2.223
2019 61 -1.844 -2.677 -2.444
2019 61 -1.577 -2.720 -2.563
2019 61 -1.624 -2.889 -2.391
2019 61 -1.586 -2.918 -2.393
2019 61 -1.394 -2.741 -2.696
2019 61 -2.006 -2.784 -1.662
2019 61 -1.874 -2.768 -1.737
2019 61 -1.304 -1.823 -2.209
2019 61 -1.263 -1.734 -1.731
2019 61 -1.876 -3.116 -1.486
2019 61 -2.552 -3.110 -1.219
2019 61 -2.462 -3.014 -1.164
2019 61 -2.374 -2.753 -1.532
2019 61 -1.736 -2.704 -1.541
2019 61 -1.300 -1.888 -2.710
2019 61 -1.424 -2.183 -2.511
2019 61 -1.273 -1.890 -2.854
2019 61 -1.574 -2.120 -2.469
2019 61 -1.643 -2.350 -2.178
2019 61 -1.861 -2.396 -1.731
2019 61 -0.545 -2.192 -2.040
2019 61 -1.262 -2.532 -2.233
2019 61 -0.705 -2.752 -1.969
2019 61 -0.395 -2.846 -1.764
2019 61 -0.573 -3.021 -1.045
2019 61 0.578 -3.211 1.097
2019 61 0.267 -3.430 0.841
2019 61 0.270 -3.347 0.638
2019 61 -0.139 -3.496 -0.292
2019 61 -0.373 -3.257 -0.475
2019 61 0.304 -3.215 0.011
2019 61 -0.099 -3.390 -0.397
2019 61 -0.747 -2.932 -0.151
2019 61 -0.500 -1.203 -2.240
2019 61 0.004 -1.820 -0.921
2019 61 0.123 -1.562 2.587
2019 61 0.111 -2.800 1.196
2019 61 0.256 -3.172 -0.102
2019 61 -0.246 -2.838 -0.435
2019 61 0.377 -1.156 -2.789
2019 61 0.593 -0.146 -3.471
2019 61 -0.502 -1.209 -3.357
2019 61 -0.849 -1.658 -3.266
2019 61 -1.001 -2.143 -3.039
2019 61 -1.438 -3.119 -2.369
2019 61 -1.421 -2.666 -2.971
2019 61 -1.339 -2.268 -3.365
2019 61 -1.134 -2.781 -3.212
2019 61 -1.313 -2.853 -2.840
2019 61 -1.331 -3.139 -2.706
2019 61 -1.348 -3.009 -2.907
2019 61 -1.674 -2.905 -3.000
2019 61 -1.763 -2.731 -3.134
2019 61 -1.671 -2.419 -3.295
2019 61 -1.801 -2.428 -3.261
2019 61 -1.627 -1.953 -3.335
2019 61 -0.671 -1.564 -3.687
2019 61 -0.597 -1.967 -3.719
2019 61 -0.397 -2.215 -3.431
2019 61 0.321 -2.819 -1.544
2019 61 2.004 -3.135 0.347
2019 61 1.877 -3.180 -0.006
2019 61 1.537 -2.721 1.273
2019 61 1.297 -2.762 -0.259
2019 61 0.495 -2.548 -2.423
2019 61 0.559 -3.182 -1.429
2019 61 0.361 -3.284 -1.051
2019 61 0.489 -3.391 -0.385
2019 61 0.423 -2.974 -1.471
2019 61 0.470 -2.668 -1.986
2019 61 0.060 -1.266 -2.339
2019 61 -0.171 -1.223 0.733
2019 61 0.010 -1.188 3.298
2019 61 0.354 -1.467 3.345
2019 61 0.229 -1.817 3.057
2019 61 -0.122 -1.743 2.620
2019 61 0.639 -2.285 2.354
2019 61 0.453 -2.392 2.635
2019 61 0.897 -2.514 2.285
2019 61 0.544 -1.887 2.843
2019 61 0.557 -1.880 2.769
2019 61 0.984 -1.545 1.565
2019 61 1.195 -1.364 0.336
2019 61 1.511 -1.919 0.634
2019 61 1.395 -2.647 1.554
2019 61 1.499 -2.806 1.656
2019 61 1.399 -2.584 1.296
2019 61 1.438 -2.293 0.992
2019 61 1.479 -2.373 0.694
2019 61 2.363 -1.840 1.181
2019 61 1.918 -2.467 0.385
2019 61 0.799 -2.565 0.031
2019 61 1.249 -2.335 -0.337
2019 61 1.422 -2.209 -0.085
2019 61 1.347 -2.226 -0.303
2019 61 1.412 -2.129 0.614
2019 61 2.147 -1.710 -0.697
2019 61 2.896 -0.453 -2.030
2019 61 2.635 -1.242 -1.132
2019 61 2.070 -1.599 -1.424
2019 61 2.185 -1.591 -1.289
2019 61 2.186 -1.783 -0.945
2019 61 2.485 -1.694 -1.210
2019 61 2.000 -2.040 -0.507
2019 61 2.374 -1.826 0.308
2019 61 2.702 -1.454 0.427
