year day bgsex bgsey bgsez
2019 50 0.647 -3.364 -0.238
2019 50 0.368 -3.296 -0.461
2019 50 0.589 -3.322 -0.397
2019 50 0.383 -3.318 -0.458
2019 50 0.640 -3.241 -0.060
2019 50 0.527 -3.216 -0.163
2019 50 0.565 -3.263 -0.219
2019 50 0.791 -3.266 -0.062
2019 50 0.963 -3.184 0.218
2019 50 1.208 -3.136 0.162
2019 50 1.260 -3.086 0.187
2019 50 1.159 -3.075 0.279
2019 50 1.262 -3.066 0.180
2019 50 1.174 -3.013 -0.076
2019 50 0.103 -2.868 -1.619
2019 50 0.237 -3.074 -1.797
2019 50 -0.171 -2.817 -2.255
2019 50 0.001 -3.024 -2.098
2019 50 0.280 -3.192 -1.682
2019 50 0.281 -3.329 -1.450
2019 50 0.408 -3.356 -1.405
2019 50 0.240 -3.156 -1.822
2019 50 0.184 -3.167 -1.777
2019 50 0.653 -3.023 -0.749
2019 50 0.805 -2.883 -0.907
2019 50 0.844 -2.828 -1.081
2019 50 0.852 -2.804 -1.198
2019 50 0.973 -2.739 -1.157
2019 50 0.858 -2.831 -1.180
2019 50 1.095 -2.952 -1.010
2019 50 0.646 -2.837 -1.499
2019 50 0.319 -2.840 -1.627
2019 50 0.431 -2.948 -1.518
2019 50 0.454 -2.847 -1.686
2019 50 0.299 -2.807 -1.844
2019 50 0.201 -2.879 -1.834
2019 50 0.337 -3.005 -1.757
2019 50 0.402 -3.093 -1.712
2019 50 0.319 -2.850 -1.986
2019 50 0.473 -2.892 -1.954
2019 50 0.283 -2.886 -2.026
2019 50 0.225 -2.822 -2.151
2019 50 0.152 -2.554 -2.584
2019 50 0.023 -2.750 -2.309
2019 50 0.182 -2.905 -2.119
2019 50 0.027 -2.502 -2.645
2019 50 0.022 -2.431 -2.720
2019 50 0.013 -2.591 -2.506
2019 50 0.054 -2.412 -2.636
2019 50 0.566 -2.057 -2.590
2019 50 0.927 -1.765 -2.644
2019 50 -0.160 -3.619 -0.748
2019 50 -0.212 -3.642 -0.876
2019 50 -0.028 -3.645 -0.813
2019 50 -0.118 -3.708 -0.727
2019 50 -0.207 -3.706 -0.744
2019 50 -0.280 -3.720 -0.706
2019 50 -0.234 -3.667 -0.918
2019 50 -0.190 -3.630 -0.944
2019 50 -0.207 -3.589 -1.044
2019 50 -0.286 -3.645 -0.920
2019 50 -0.339 -3.655 -0.731
2019 50 -0.059 -3.451 -1.340
2019 50 0.293 -3.255 -1.962
2019 50 0.132 -3.326 -1.830
2019 50 0.209 -3.351 -1.751
2019 50 0.224 -3.446 -1.519
2019 50 -0.035 -3.425 -1.593
2019 50 0.081 -3.310 -1.805
2019 50 -0.056 -3.409 -1.591
2019 50 0.052 -3.329 -1.732
2019 50 -0.130 -3.358 -1.717
2019 50 0.314 -3.367 -1.588
2019 50 0.482 -3.497 -1.386
2019 50 0.539 -3.587 -1.248
2019 50 0.477 -3.557 -1.160
2019 50 0.462 -3.584 -1.096
2019 50 0.650 -3.704 -0.788
2019 50 0.683 -3.741 -0.487
2019 50 0.352 -3.544 -0.999
2019 50 0.212 -3.518 -0.926
2019 50 0.219 -3.588 -0.624
2019 50 0.309 -3.667 -0.427
2019 50 0.472 -3.624 -0.395
2019 50 0.450 -3.636 -0.592
2019 50 0.315 -3.622 -0.709
2019 50 0.379 -3.484 -1.123
2019 50 0.467 -3.581 -1.158
2019 50 0.485 -3.565 -1.000
2019 50 0.655 -3.499 -0.843
2019 50 0.463 -3.574 -0.781
2019 50 0.322 -3.614 -0.917
2019 50 -0.024 -3.568 -1.133
2019 50 -0.178 -3.612 -0.866
2019 50 0.002 -3.677 -0.832
2019 50 0.106 -3.741 -0.774
2019 50 0.606 -3.500 -1.274
2019 50 0.537 -3.635 -1.148
2019 50 0.493 -3.644 -1.115
2019 50 0.568 -3.581 -1.158
2019 50 0.261 -3.698 -0.705
2019 50 0.060 -3.772 -0.211
2019 50 0.258 -3.681 -0.982
2019 50 0.361 -3.661 -1.128
2019 50 0.334 -3.713 -0.926
2019 50 0.397 -3.769 -0.737
2019 50 0.348 -3.777 -0.654
2019 50 0.257 -3.786 -0.468
2019 50 0.075 -3.758 -0.107
2019 50 0.055 -3.647 -0.059
2019 50 0.101 -3.566 0.101
2019 50 -0.018 -3.539 0.322
2019 50 0.108 -3.532 -0.323
2019 50 0.041 -3.157 -0.956
2019 50 0.272 -3.263 -0.343
2019 50 0.294 -3.316 -0.369
2019 50 0.416 -3.352 -0.079
2019 50 0.179 -3.271 -0.506
2019 50 -0.009 -3.316 -0.282
2019 50 -0.037 -3.326 0.146
2019 50 0.007 -3.315 0.231
2019 50 0.082 -3.259 0.042
2019 50 0.361 -3.320 -0.398
2019 50 0.338 -3.346 -0.548
2019 50 0.325 -3.295 -0.594
2019 50 0.344 -3.193 -0.615
2019 50 0.259 -3.165 -0.392
2019 50 0.071 -3.167 -0.411
2019 50 0.110 -3.108 -0.736
2019 50 0.244 -3.119 -0.529
2019 50 0.089 -3.109 -0.706
2019 50 0.153 -3.127 -0.693
2019 50 0.197 -3.080 -0.735
2019 50 0.066 -3.076 -0.839
2019 50 0.057 -3.036 -0.863
2019 50 0.088 -3.021 -0.859
2019 50 0.167 -3.092 -0.544
2019 50 0.020 -3.071 -0.889
2019 50 0.037 -3.034 -0.600
2019 50 0.030 -3.067 -0.381
2019 50 -0.044 -3.044 -0.495
2019 50 -0.208 -2.976 -0.635
2019 50 -0.261 -2.932 -0.699
2019 50 -0.081 -2.903 -0.780
2019 50 -0.122 -2.920 -0.794
2019 50 -0.240 -2.904 -0.802
2019 50 -0.296 -2.918 -0.716
2019 50 -0.031 -2.882 -0.801
2019 50 0.063 -2.867 -0.919
2019 50 -0.069 -2.995 -0.819
2019 50 -0.228 -2.981 -0.676
2019 50 -0.049 -2.987 -0.514
2019 50 -0.117 -2.877 -0.752
2019 50 0.081 -2.858 -0.839
2019 50 -0.044 -2.723 -1.288
2019 50 -0.005 -2.315 -1.670
2019 50 -0.095 -2.497 -1.275
2019 50 0.047 -2.065 -1.518
2019 50 0.132 -2.223 -0.828
2019 50 0.498 -2.370 -0.449
2019 50 0.398 -2.481 -0.646
2019 50 0.076 -2.202 -1.052
2019 50 0.222 -2.079 -1.127
2019 50 0.331 -2.281 -0.591
2019 50 0.394 -2.266 -0.723
2019 50 0.275 -2.414 -0.801
2019 50 0.024 -2.713 -0.541
2019 50 -0.552 -2.632 -0.143
2019 50 -0.609 -2.729 -0.197
2019 50 -0.625 -2.816 0.003
2019 50 -0.419 -2.797 -0.167
2019 50 -0.390 -2.752 -0.248
2019 50 -0.472 -2.680 -0.314
2019 50 -0.509 -2.736 -0.236
2019 50 -0.667 -2.734 -0.235
2019 50 -0.699 -2.737 -0.212
2019 50 -0.578 -2.809 0.104
2019 50 0.014 -2.828 -0.368
2019 50 0.110 -2.804 -0.364
2019 50 -0.197 -2.752 -0.305
2019 50 0.175 -2.705 -0.341
2019 50 0.540 -2.647 -0.368
2019 50 0.372 -2.729 -0.410
2019 50 0.481 -2.962 -0.455
2019 50 0.417 -2.962 -0.399
2019 50 0.326 -2.960 -0.315
2019 50 0.349 -2.853 -0.426
2019 50 0.414 -2.745 -0.287
2019 50 0.503 -2.723 -0.385
2019 50 0.767 -2.623 -0.564
2019 50 0.969 -2.313 -0.432
2019 50 1.102 -2.224 -0.468
2019 50 1.126 -2.295 -0.470
2019 50 0.926 -2.283 -0.471
2019 50 0.835 -2.299 -0.552
2019 50 0.970 -2.263 -0.488
2019 50 1.031 -2.278 -0.448
2019 50 1.009 -2.224 -0.548
2019 50 1.251 -2.109 -0.844
2019 50 0.711 -2.325 -0.286
2019 50 1.600 -2.063 -0.970
2019 50 1.204 -2.316 -0.724
2019 50 0.866 -2.426 -0.604
2019 50 -0.254 -2.538 -0.395
2019 50 0.385 -2.505 -0.476
2019 50 0.439 -2.548 -0.443
2019 50 -0.470 -2.549 -0.027
2019 50 -1.338 -2.439 0.504
2019 50 -0.722 -2.480 0.300
2019 50 -0.472 -2.548 -0.006
2019 50 -0.454 -2.622 -0.004
2019 50 -0.463 -2.610 -0.073
2019 50 -0.686 -2.816 -0.344
2019 50 -0.978 -2.784 -0.054
2019 50 -0.603 -2.766 0.159
2019 50 -0.636 -2.624 0.289
2019 50 -0.384 -2.636 0.767
2019 50 -0.493 -2.752 0.475
2019 50 -0.390 -2.769 0.330
2019 50 -0.943 -2.650 0.243
2019 50 -0.237 -2.761 0.254
2019 50 -0.748 -2.679 -0.098
2019 50 -0.708 -2.757 -0.038
2019 50 -0.814 -2.786 -0.236
2019 50 -0.840 -2.837 -0.377
2019 50 -0.671 -2.782 -0.668
2019 50 -0.565 -2.691 -0.918
2019 50 -0.489 -2.619 -0.819
2019 50 -0.368 -2.751 -1.136
2019 50 -0.250 -2.833 -1.240
2019 50 -0.201 -2.970 -0.972
2019 50 -0.130 -2.783 -0.485
2019 50 -0.365 -2.780 0.910
2019 50 0.102 -2.819 0.647
2019 50 -0.076 -2.942 -0.787
2019 50 0.238 -2.855 -0.986
2019 50 0.499 -2.847 -1.000
2019 50 -0.234 -2.925 -0.260
2019 50 -1.267 -2.820 0.939
2019 50 -0.797 -3.012 0.691
2019 50 -1.345 -2.758 0.895
2019 50 -1.434 -2.690 0.899
2019 50 -1.529 -2.767 0.681
2019 50 -1.942 -2.560 0.308
2019 50 -2.338 -2.355 -0.236
2019 50 -1.541 -2.763 -0.123
2019 50 0.366 -2.638 1.188
2019 50 0.186 -2.765 1.065
2019 50 -0.804 -2.905 0.618
2019 50 -0.349 -2.657 1.174
2019 50 0.185 -2.493 1.631
2019 50 0.535 -2.775 1.146
2019 50 0.381 -2.836 0.703
2019 50 -0.972 -2.891 0.005
2019 50 -0.832 -2.903 0.365
2019 50 -0.859 -2.902 0.104
2019 50 -0.763 -3.104 -0.241
2019 50 -0.867 -3.184 -0.459
2019 50 -0.610 -3.115 0.580
2019 50 -0.324 -2.949 1.135
2019 50 -0.497 -3.232 0.114
2019 50 -0.682 -3.161 -0.935
2019 50 -0.897 -2.999 -1.260
2019 50 -1.043 -2.726 -1.609
2019 50 -0.966 -2.469 -1.784
2019 50 -1.151 -2.595 -1.559
2019 50 -1.519 -2.882 -0.260
2019 50 -1.038 -2.974 0.611
2019 50 -1.040 -3.189 0.190
2019 50 -1.172 -3.094 -0.131
2019 50 -1.139 -3.065 -0.553
2019 50 -0.940 -3.140 0.186
2019 50 -0.872 -3.075 0.668
2019 50 -1.140 -3.016 -0.151
2019 50 -1.446 -2.375 -1.619
2019 50 -0.974 -2.702 -1.533
2019 50 -1.104 -2.230 -2.035
2019 50 -1.218 -2.167 -1.775
2019 50 -1.156 -2.497 -1.370
2019 50 -1.123 -2.578 -1.351
2019 50 -0.735 -2.725 -1.059
2019 50 -0.462 -2.899 -0.421
2019 50 -1.096 -2.891 0.012
2019 50 -1.077 -2.871 0.385
2019 50 -1.179 -2.863 0.447
2019 50 -1.403 -2.756 0.618
2019 50 -1.445 -3.039 0.496
2019 50 -1.535 -3.021 0.569
2019 50 -1.824 -2.638 1.017
2019 50 -2.117 -2.297 1.280
2019 50 -1.885 -2.490 1.350
2019 50 -1.694 -2.606 1.350
2019 50 -1.521 -2.768 1.186
2019 50 -1.195 -3.038 0.818
2019 50 -0.935 -3.264 0.360
2019 50 -0.929 -3.431 0.234
2019 50 -1.279 -3.193 0.747
2019 50 -1.596 -3.112 0.944
2019 50 -1.632 -3.264 0.759
2019 50 -1.484 -3.354 0.278
2019 50 -1.411 -3.229 0.566
2019 50 -1.151 -3.052 1.418
2019 50 -1.525 -3.008 1.212
2019 50 -1.791 -3.105 1.030
2019 50 -1.807 -3.173 0.878
2019 50 -1.837 -3.225 0.930
2019 50 -1.689 -3.272 0.974
2019 50 -1.613 -3.343 -0.378
2019 50 -1.416 -3.321 -1.277
2019 50 -1.319 -3.401 -0.878
2019 50 -1.396 -3.317 -1.090
2019 50 -1.233 -3.148 -1.842
2019 50 -1.085 -3.175 -1.549
2019 50 -0.800 -3.441 -1.059
2019 50 -0.944 -3.448 -1.058
2019 50 -1.118 -3.368 -1.188
2019 50 -1.113 -3.180 -1.326
2019 50 -0.273 -1.928 -2.681
2019 50 -0.485 -2.392 -2.392
2019 50 -0.596 -2.519 -2.211
2019 50 -0.604 -3.047 -1.874
2019 50 -0.789 -2.923 -1.995
2019 50 -0.939 -2.917 -1.863
2019 50 -0.950 -2.911 -1.812
2019 50 -0.864 -2.923 -1.778
2019 50 -1.036 -2.842 -1.889
2019 50 -1.167 -2.706 -1.947
2019 50 -1.133 -2.693 -1.919
2019 50 -1.030 -2.847 -1.741
2019 50 -1.138 -2.650 -1.903
2019 50 -1.143 -2.605 -1.911
2019 50 -1.383 -2.412 -1.909
2019 50 -1.635 -2.141 -2.005
2019 50 -0.753 -2.935 -1.144
2019 50 -0.132 -3.016 -1.209
2019 50 0.427 -3.039 -0.556
2019 50 1.277 -2.351 0.897
2019 50 1.260 -2.528 0.596
2019 50 1.336 -2.495 0.577
2019 50 1.432 -2.485 0.669
2019 50 2.235 -1.731 1.021
2019 50 2.836 -1.460 0.841
2019 50 1.781 -2.313 0.254
2019 50 0.426 -2.881 -0.206
2019 50 1.270 -2.589 0.076
2019 50 0.880 -2.813 0.034
2019 50 0.880 -2.821 0.051
2019 50 0.777 -2.838 0.030
2019 50 0.788 -2.868 -0.038
2019 50 0.838 -2.811 -0.151
2019 50 0.907 -2.837 -0.168
2019 50 0.871 -2.908 -0.154
2019 50 0.933 -2.916 -0.273
2019 50 0.628 -3.047 -0.090
2019 50 0.634 -3.007 0.140
2019 50 0.670 -3.030 0.097
2019 50 0.595 -3.032 0.185
2019 50 0.519 -3.055 0.083
2019 50 0.601 -3.032 0.108
2019 50 0.676 -3.026 0.179
2019 50 0.625 -3.035 0.130
2019 50 0.535 -3.038 0.013
2019 50 0.181 -3.046 -0.038
2019 50 0.152 -3.068 0.084
2019 50 0.181 -3.115 -0.013
2019 50 -0.042 -3.078 0.027
2019 50 -0.112 -3.104 0.055
2019 50 0.017 -3.115 0.115
2019 50 0.028 -3.125 0.144
2019 50 0.066 -3.093 0.188
2019 50 0.042 -3.120 0.046
2019 50 0.462 -3.141 0.038
2019 50 0.373 -3.138 0.038
2019 50 0.035 -3.096 -0.146
2019 50 0.099 -3.035 -0.132
2019 50 0.346 -3.115 0.018
2019 50 0.442 -3.124 -0.030
2019 50 0.318 -3.080 0.043
2019 50 0.469 -3.063 0.029
2019 50 0.564 -3.052 0.029
2019 50 0.040 -3.035 -0.006
2019 50 0.249 -3.081 0.086
2019 50 0.184 -3.004 0.316
2019 50 0.257 -2.911 0.291
2019 50 0.261 -2.852 0.351
2019 50 0.299 -2.846 0.366
2019 50 0.320 -2.856 0.203
2019 50 0.260 -2.760 0.505
2019 50 0.285 -2.797 0.015
2019 50 0.261 -2.840 -0.311
2019 50 0.301 -2.872 -0.381
2019 50 0.245 -2.810 -0.085
2019 50 0.309 -2.826 -0.156
2019 50 0.221 -2.850 0.015
2019 50 -0.036 -2.777 0.048
2019 50 0.003 -2.796 -0.024
2019 50 -0.059 -2.800 -0.196
2019 50 -0.325 -2.812 -0.078
2019 50 -0.228 -2.913 -0.179
2019 50 -0.016 -2.812 -0.102
2019 50 -0.083 -2.866 -0.030
2019 50 0.013 -2.921 0.120
2019 50 0.182 -2.888 0.015
2019 50 0.436 -2.982 0.194
2019 50 0.601 -2.989 0.139
2019 50 0.039 -2.985 0.334
2019 50 -0.339 -3.005 0.651
2019 50 -0.408 -2.952 0.746
2019 50 -0.394 -2.720 0.687
2019 50 -0.389 -2.557 0.717
2019 50 -0.122 -2.506 0.561
2019 50 -0.113 -2.829 0.563
2019 50 -0.277 -2.823 0.663
2019 50 0.065 -2.752 0.484
2019 50 0.396 -2.776 0.441
2019 50 0.438 -2.814 0.657
2019 50 0.317 -2.837 0.577
2019 50 0.313 -2.830 0.574
2019 50 0.086 -2.893 0.642
2019 50 -0.122 -2.959 0.444
2019 50 -0.020 -2.895 0.388
2019 50 -0.057 -2.834 0.356
2019 50 0.415 -2.728 0.405
2019 50 0.302 -2.777 0.408
2019 50 0.273 -2.761 0.469
2019 50 0.183 -2.793 0.459
2019 50 0.048 -2.805 0.414
2019 50 0.020 -2.802 0.504
2019 50 -0.122 -2.792 0.543
2019 50 -0.243 -2.899 0.441
2019 50 -0.244 -2.887 0.416
2019 50 -0.342 -2.881 0.424
2019 50 -0.318 -2.876 0.447
2019 50 -0.203 -2.899 0.349
2019 50 -0.140 -2.834 0.178
2019 50 -0.252 -2.772 0.145
2019 50 -0.316 -2.743 0.003
2019 50 -0.435 -2.738 -0.057
2019 50 -0.456 -2.842 -0.050
2019 50 -0.279 -2.808 0.048
2019 50 -0.144 -2.787 0.193
2019 50 -0.182 -2.693 0.568
2019 50 -0.066 -2.652 0.748
2019 50 -0.015 -2.679 0.505
2019 50 -0.264 -2.622 0.611
2019 50 0.277 -2.624 0.406
2019 50 0.107 -2.590 0.323
2019 50 0.055 -2.562 0.734
2019 50 0.033 -2.646 0.678
2019 50 0.088 -2.508 1.377
2019 50 -0.303 -2.610 1.180
2019 50 -0.569 -2.608 0.936
2019 50 -0.798 -2.694 0.177
2019 50 -0.400 -2.475 0.953
2019 50 -0.250 -2.482 1.319
2019 50 -0.007 -2.427 1.495
2019 50 -0.184 -2.488 1.306
2019 50 -0.317 -2.522 1.107
2019 50 -0.377 -2.592 1.177
2019 50 -0.503 -2.556 1.290
2019 50 -0.575 -2.313 1.599
2019 50 -0.449 -2.346 1.574
2019 50 -0.624 -2.531 1.286
2019 50 -0.729 -2.437 1.359
2019 50 -0.819 -2.568 1.148
2019 50 -0.728 -2.568 1.047
2019 50 -0.709 -2.640 1.028
2019 50 -0.450 -2.741 0.844
2019 50 -0.485 -2.816 0.625
2019 50 -0.412 -2.710 0.554
2019 50 -0.098 -2.820 0.431
2019 50 -0.078 -2.676 0.860
2019 50 0.694 -2.439 1.173
2019 50 -0.026 -2.809 0.939
2019 50 0.002 -2.713 1.097
2019 50 0.021 -2.543 1.127
2019 50 0.042 -2.511 1.137
2019 50 0.268 -2.634 0.909
2019 50 -0.581 -2.579 0.987
2019 50 -0.265 -2.632 1.023
2019 50 0.466 -2.586 0.958
2019 50 0.231 -2.609 1.070
2019 50 0.421 -2.219 1.329
2019 50 0.498 -2.428 1.074
2019 50 0.425 -2.641 1.159
2019 50 0.794 -2.586 1.073
2019 50 0.295 -2.604 1.248
2019 50 0.335 -2.532 1.203
2019 50 0.163 -2.643 1.168
2019 50 0.092 -2.644 1.218
2019 50 0.093 -2.696 1.194
2019 50 -0.070 -2.636 1.175
2019 50 -0.226 -2.659 1.162
2019 50 -0.234 -2.604 1.137
2019 50 -0.368 -2.436 1.367
2019 50 -0.025 -2.502 1.157
2019 50 1.869 -2.055 -0.043
2019 50 2.693 -1.930 -0.501
2019 50 2.558 -1.973 -0.528
2019 50 2.087 -2.335 -0.145
2019 50 2.070 -2.362 -0.124
2019 50 1.782 -2.440 -0.036
2019 50 1.743 -2.420 0.096
2019 50 1.770 -2.428 0.128
2019 50 1.686 -2.441 0.235
2019 50 1.618 -2.418 0.303
2019 50 1.577 -2.446 0.252
2019 50 1.682 -2.409 0.203
2019 50 1.702 -2.373 0.206
2019 50 1.193 -2.393 0.621
2019 50 0.180 -2.343 1.009
2019 50 0.085 -2.287 1.189
2019 50 0.653 -2.403 0.786
2019 50 1.091 -2.534 0.615
2019 50 1.312 -2.366 0.711
2019 50 1.178 -2.486 0.479
2019 50 1.240 -2.439 0.572
2019 50 1.251 -2.504 0.474
2019 50 1.385 -2.443 0.386
2019 50 1.530 -2.335 0.424
2019 50 1.964 -2.194 0.414
2019 50 1.244 -2.501 0.406
2019 50 0.364 -2.710 0.037
2019 50 0.287 -2.518 -0.275
2019 50 1.159 -2.421 0.436
2019 50 1.248 -2.407 0.558
2019 50 1.768 -2.155 0.700
2019 50 2.148 -2.083 0.779
2019 50 2.378 -2.068 0.656
2019 50 2.429 -2.125 0.587
2019 50 2.450 -2.107 0.513
2019 50 2.398 -2.156 0.433
2019 50 2.234 -2.215 0.382
2019 50 1.464 -2.494 0.318
2019 50 1.330 -2.491 0.338
2019 50 1.093 -2.512 0.562
2019 50 1.294 -2.421 0.510
2019 50 1.875 -2.272 0.441
2019 50 1.889 -2.244 0.380
2019 50 1.635 -2.308 0.327
2019 50 1.626 -2.229 0.504
2019 50 1.528 -2.498 0.356
2019 50 1.839 -2.506 0.155
2019 50 1.760 -2.743 0.373
2019 50 1.846 -2.752 0.280
2019 50 1.918 -2.797 0.184
2019 50 1.990 -2.828 0.170
2019 50 1.742 -2.917 0.367
2019 50 1.572 -2.968 0.442
2019 50 1.542 -3.007 0.415
2019 50 1.410 -3.130 0.577
2019 50 1.533 -2.993 0.444
2019 50 1.649 -2.980 0.305
2019 50 1.823 -2.816 0.208
2019 50 1.875 -2.813 0.171
2019 50 1.915 -2.891 0.274
2019 50 1.940 -2.897 0.194
2019 50 1.817 -2.747 0.214
2019 50 1.755 -2.817 0.203
2019 50 1.745 -2.830 0.131
2019 50 1.757 -2.872 0.099
2019 50 1.703 -2.845 0.206
2019 50 1.649 -2.860 0.318
2019 50 1.724 -2.861 0.321
2019 50 1.659 -2.802 0.246
2019 50 1.778 -2.819 0.223
2019 50 1.737 -2.803 0.120
2019 50 1.787 -2.722 0.011
2019 50 1.784 -2.836 -0.004
2019 50 1.722 -2.798 0.045
2019 50 1.819 -2.909 -0.041
2019 50 1.776 -2.847 0.021
2019 50 1.794 -2.697 0.041
2019 50 1.863 -2.582 0.081
2019 50 1.850 -2.578 0.108
2019 50 1.854 -2.647 0.034
2019 50 1.676 -2.548 -0.119
2019 50 1.564 -2.498 -0.247
2019 50 1.440 -2.487 -0.332
2019 50 1.443 -2.583 -0.278
2019 50 1.467 -2.424 -0.315
2019 50 1.694 -2.390 0.482
2019 50 1.744 -2.434 0.377
2019 50 1.787 -2.467 0.252
2019 50 1.844 -2.374 -0.090
2019 50 2.126 -2.201 -0.221
2019 50 2.027 -2.176 -0.192
2019 50 2.357 -2.065 -0.096
2019 50 1.943 -2.329 -0.382
2019 50 1.614 -2.535 -0.445
2019 50 1.814 -2.420 -0.208
2019 50 2.043 -2.362 -0.249
2019 50 1.644 -2.587 -0.269
2019 50 1.937 -2.413 -0.498
2019 50 1.619 -2.787 -0.131
2019 50 2.203 -2.269 0.054
2019 50 2.364 -2.168 0.195
2019 50 2.240 -2.062 0.193
2019 50 2.514 -1.904 0.255
2019 50 2.502 -2.054 0.224
2019 50 2.477 -2.063 0.333
2019 50 2.399 -2.072 0.240
2019 50 2.483 -1.925 0.154
2019 50 2.703 -1.630 -0.001
2019 50 2.783 -1.587 -0.026
2019 50 2.706 -1.701 0.116
2019 50 2.765 -1.668 0.004
2019 50 2.777 -1.486 -0.195
2019 50 2.822 -1.563 0.298
2019 50 2.507 -1.792 0.196
2019 50 2.279 -2.141 0.143
2019 50 0.984 -2.818 -0.463
2019 50 1.195 -2.770 -0.156
2019 50 1.234 -2.835 -0.227
2019 50 0.634 -3.018 -0.530
2019 50 0.427 -3.032 -0.452
2019 50 0.480 -3.057 -0.447
2019 50 0.732 -3.210 -0.215
2019 50 0.724 -3.230 -0.321
2019 50 0.639 -3.206 -0.376
2019 50 0.569 -3.161 -0.071
2019 50 0.643 -3.177 -0.155
2019 50 0.722 -3.157 -0.036
2019 50 0.817 -3.045 0.369
2019 50 1.107 -3.025 0.135
2019 50 1.023 -3.035 0.026
2019 50 1.002 -3.100 0.205
2019 50 1.011 -3.151 0.284
2019 50 0.979 -3.031 0.252
2019 50 1.069 -2.987 0.379
2019 50 1.042 -2.995 0.354
2019 50 0.951 -3.000 0.188
2019 50 0.960 -2.939 0.130
2019 50 1.020 -2.924 0.099
2019 50 1.153 -2.975 0.218
2019 50 1.068 -3.028 0.036
2019 50 1.002 -3.066 0.034
2019 50 1.116 -3.089 -0.052
2019 50 1.004 -3.145 0.044
2019 50 1.153 -3.107 -0.113
2019 50 1.107 -3.035 -0.351
2019 50 1.075 -3.026 -0.397
2019 50 1.185 -3.030 -0.485
2019 50 1.095 -3.031 -0.353
2019 50 1.006 -3.030 -0.389
2019 50 0.901 -3.110 -0.496
2019 50 0.973 -3.095 -0.399
2019 50 0.811 -3.141 -0.359
2019 50 0.760 -3.135 -0.446
2019 50 0.176 -3.047 -1.284
2019 50 0.419 -3.098 -1.106
2019 50 0.486 -3.082 -1.107
2019 50 0.582 -3.013 -1.192
2019 50 0.729 -2.998 -1.292
2019 50 0.534 -2.965 -1.419
2019 50 0.246 -2.873 -1.579
2019 50 0.241 -2.941 -1.465
2019 50 0.455 -2.954 -1.362
2019 50 0.540 -2.934 -1.373
2019 50 0.491 -2.973 -1.389
2019 50 0.576 -2.869 -1.504
2019 50 0.559 -2.919 -1.389
2019 50 0.538 -2.723 -1.551
2019 50 0.501 -2.700 -1.569
2019 50 0.277 -2.399 -1.924
2019 50 0.571 -2.749 -1.227
2019 50 1.123 -3.110 -0.477
2019 50 1.463 -3.033 0.319
2019 50 1.608 -2.850 0.785
2019 50 1.512 -2.711 0.847
2019 50 1.415 -2.779 0.336
2019 50 1.370 -2.806 0.120
2019 50 1.304 -2.810 0.184
2019 50 1.294 -2.706 -0.001
2019 50 1.283 -2.716 0.004
2019 50 1.351 -2.684 0.014
2019 50 1.261 -2.741 -0.087
2019 50 1.277 -2.745 -0.163
2019 50 1.300 -2.804 -0.173
2019 50 1.377 -2.827 0.025
2019 50 1.342 -2.820 -0.046
2019 50 1.084 -2.870 -0.460
2019 50 1.124 -2.813 -0.385
2019 50 1.164 -2.790 -0.238
2019 50 1.142 -2.782 -0.284
2019 50 1.269 -2.708 -0.177
2019 50 1.202 -2.721 -0.292
2019 50 1.097 -2.803 -0.305
2019 50 1.074 -2.922 -0.247
2019 50 1.110 -2.926 -0.216
2019 50 1.075 -2.930 -0.164
2019 50 0.908 -2.994 -0.060
2019 50 0.733 -3.030 -0.085
2019 50 0.897 -2.988 0.004
2019 50 0.880 -3.008 -0.085
2019 50 0.973 -2.934 -0.144
2019 50 1.254 -2.814 -0.102
2019 50 1.241 -2.796 -0.038
2019 50 0.908 -2.975 -0.019
2019 50 0.803 -3.005 -0.067
2019 50 0.863 -2.986 -0.097
2019 50 0.963 -2.951 -0.097
2019 50 0.871 -2.956 -0.110
2019 50 0.825 -2.990 -0.009
2019 50 0.760 -2.996 -0.086
2019 50 0.783 -2.987 -0.070
2019 50 0.840 -3.017 -0.160
2019 50 0.769 -2.986 -0.104
2019 50 0.680 -3.029 -0.125
2019 50 0.733 -2.992 -0.206
2019 50 0.782 -2.985 -0.122
2019 50 0.820 -2.953 -0.274
2019 50 0.732 -2.874 -0.131
2019 50 0.755 -2.903 -0.196
2019 50 0.795 -2.909 -0.083
2019 50 0.788 -2.923 -0.004
2019 50 0.835 -2.926 0.033
2019 50 0.748 -2.945 0.052
2019 50 0.833 -2.922 0.082
2019 50 0.754 -2.963 -0.064
2019 50 0.657 -3.009 -0.101
2019 50 0.616 -3.040 -0.032
2019 50 0.713 -2.988 -0.058
2019 50 0.660 -2.971 -0.157
2019 50 0.674 -2.941 -0.159
2019 50 0.684 -2.968 -0.055
2019 50 1.109 -2.793 0.130
2019 50 1.349 -2.680 0.102
2019 50 1.235 -2.710 -0.109
2019 50 0.978 -2.864 -0.029
2019 50 1.139 -2.853 -0.088
2019 50 1.022 -2.857 -0.072
2019 50 0.903 -2.903 0.048
2019 50 0.908 -2.910 -0.057
2019 50 0.993 -2.930 0.073
2019 50 0.935 -2.912 -0.143
2019 50 0.865 -2.930 0.121
2019 50 0.794 -2.938 0.273
2019 50 0.729 -2.947 0.399
2019 50 0.761 -2.893 0.507
2019 50 0.680 -2.894 0.364
