year day hr min sec b_gse_x b_gse_y b_gse_z 
2019 49 0 25 1.027 -2.516 -4.917 -0.856
2019 49 0 26 5.050 -2.818 -4.393 -1.597
2019 49 0 27 8.986 -2.321 -4.833 -0.696
2019 49 0 28 13.008 -2.411 -4.740 -1.298
2019 49 0 29 17.030 -2.358 -4.813 -1.693
2019 49 0 30 21.053 -1.940 -5.269 -0.744
2019 49 0 31 24.989 -2.084 -5.325 -0.188
2019 49 0 32 29.011 -2.802 -4.799 -0.914
2019 49 0 33 33.034 -3.034 -4.452 -1.440
2019 49 0 34 37.056 -2.832 -4.412 -1.913
2019 49 0 35 40.992 -2.919 -4.900 -1.160
2019 49 0 36 45.014 -3.468 -5.341 -1.900
2019 49 0 37 49.037 -3.728 -5.041 -2.286
2019 49 0 38 52.973 -3.819 -4.692 -2.477
2019 49 0 39 56.995 -3.526 -4.672 -2.887
2019 49 0 41 1.018 -3.996 -4.413 -2.801
2019 49 0 42 5.040 -2.842 -5.339 -1.152
2019 49 0 43 8.976 -2.978 -5.487 0.371
2019 49 0 44 12.998 -3.057 -5.450 0.381
2019 49 0 45 17.021 -3.044 -5.280 0.411
2019 49 0 46 21.043 -2.910 -5.140 0.583
2019 49 0 47 24.979 -3.754 -3.674 -3.725
2019 49 0 48 29.002 -3.600 -3.045 -4.292
2019 49 0 49 33.024 -3.647 -3.400 -4.161
2019 49 0 50 37.046 -3.448 -3.099 -3.969
2019 49 0 51 40.982 -3.740 -3.445 -3.847
2019 49 0 52 45.005 -3.407 -3.361 -4.096
2019 49 0 53 49.027 -3.833 -3.311 -3.868
2019 49 0 54 53.050 -3.928 -3.565 -3.740
2019 49 0 55 56.986 -3.957 -3.543 -3.004
2019 49 0 57 1.008 -4.120 -3.664 -3.199
2019 49 0 58 5.030 -4.135 -3.655 -3.032
2019 49 0 59 9.053 -3.571 -3.319 -3.118
2019 49 1 0 12.989 -3.589 -3.358 -2.566
2019 49 1 1 17.011 -3.294 -2.973 -2.548
2019 49 1 2 21.034 -3.565 -3.010 -2.637
2019 49 1 3 25.056 -3.499 -3.416 -1.553
2019 49 1 4 28.992 -3.394 -3.391 -2.108
2019 49 1 5 33.014 -3.313 -3.341 -2.182
2019 49 1 6 37.037 -3.357 -3.232 -2.001
2019 49 1 7 40.973 -3.317 -3.116 -2.800
2019 49 1 8 44.995 -2.957 -3.196 -1.983
2019 49 1 9 49.018 -1.796 -4.000 -0.143
2019 49 1 10 53.040 -2.021 -3.812 -1.718
2019 49 1 11 56.976 -2.795 -3.294 -2.852
2019 49 1 13 0.998 -1.703 -3.818 -3.725
2019 49 1 14 5.021 -1.929 -4.104 -3.757
2019 49 1 15 9.043 -2.277 -3.655 -3.541
2019 49 1 16 12.979 -2.826 -2.565 -3.492
2019 49 1 17 17.002 -2.962 -2.362 -4.014
2019 49 1 18 21.024 -3.188 -2.233 -4.149
2019 49 1 19 25.046 -3.415 -3.150 -3.146
2019 49 1 20 28.982 -3.213 -3.026 -3.436
2019 49 1 21 33.005 -3.339 -3.204 -3.252
2019 49 1 22 37.027 -3.453 -3.013 -3.193
2019 49 1 23 41.050 -3.426 -2.623 -3.536
2019 49 1 24 44.986 -3.458 -2.409 -3.722
2019 49 1 25 49.008 -3.623 -1.777 -4.076
2019 49 1 26 53.030 -3.648 -0.990 -4.567
2019 49 1 27 57.053 -3.397 -1.350 -4.319
2019 49 1 29 0.989 -3.505 -0.021 -4.999
2019 49 1 30 5.011 -3.648 -0.389 -5.036
2019 49 1 31 9.034 -3.489 -1.044 -4.874
2019 49 1 32 13.056 -3.438 -1.028 -4.933
2019 49 1 33 16.992 -3.403 -1.163 -4.958
2019 49 1 34 21.014 -3.180 -1.159 -4.828
2019 49 1 35 25.037 -1.295 -2.581 -2.338
2019 49 1 36 28.973 0.445 -4.889 -0.491
2019 49 1 37 32.995 1.619 -3.872 1.003
2019 49 1 38 37.018 1.794 -3.229 0.705
2019 49 1 39 41.040 -2.607 -2.906 -4.472
2019 49 1 40 44.976 -2.323 -3.442 -4.210
2019 49 1 41 48.998 -2.429 -3.419 -4.143
2019 49 1 42 53.021 -2.409 -3.744 -3.919
2019 49 1 43 57.043 -2.059 -4.223 -3.624
2019 49 1 45 0.979 -1.974 -3.994 -4.001
2019 49 1 46 5.002 -1.840 -4.290 -3.876
2019 49 1 47 9.024 -1.831 -4.684 -3.674
2019 49 1 48 13.046 -1.670 -5.057 -3.214
2019 49 1 49 16.982 -1.674 -5.069 -3.178
2019 49 1 50 21.005 -1.602 -5.137 -2.919
2019 49 1 51 25.027 -1.374 -5.192 -3.008
2019 49 1 52 29.050 -1.204 -5.161 -3.372
2019 49 1 53 32.986 -0.874 -4.920 -3.728
2019 49 1 54 37.008 -1.009 -4.687 -3.693
2019 49 1 55 41.030 -1.779 -4.096 -4.119
2019 49 1 56 45.053 -0.768 -4.762 -3.946
2019 49 1 57 48.989 -0.216 -5.320 -3.687
2019 49 1 58 53.011 0.256 -5.429 -3.524
2019 49 1 59 57.034 0.070 -5.324 -3.564
2019 49 2 1 1.056 0.078 -5.470 -3.555
2019 49 2 2 4.992 -0.232 -5.612 -3.170
2019 49 2 3 9.014 -0.465 -5.706 -3.193
2019 49 2 4 13.037 -0.544 -5.775 -3.142
2019 49 2 5 16.973 -0.549 -5.702 -3.246
2019 49 2 6 20.995 -0.345 -5.922 -3.008
2019 49 2 7 25.018 -0.408 -5.765 -2.969
2019 49 2 8 29.040 -0.445 -5.738 -2.998
2019 49 2 9 32.976 -0.246 -5.688 -3.019
2019 49 2 10 36.998 0.199 -5.839 -2.697
2019 49 2 11 41.021 -0.045 -5.526 -3.107
2019 49 2 12 45.043 -1.248 -3.776 -3.973
2019 49 2 13 48.979 -1.157 -4.556 -3.092
2019 49 2 14 53.002 -0.918 -4.702 -3.136
2019 49 2 15 57.024 -0.257 -5.019 -2.954
2019 49 2 17 1.046 0.005 -5.517 -2.977
2019 49 2 18 4.982 0.116 -5.600 -2.963
2019 49 2 19 9.005 0.365 -5.694 -2.919
2019 49 2 20 13.027 0.133 -3.752 -4.123
2019 49 2 21 17.050 0.119 -2.787 -4.541
2019 49 2 22 20.986 0.250 -4.584 -2.944
2019 49 2 23 25.008 0.347 -5.107 -2.747
2019 49 2 24 29.030 0.698 -4.705 -3.739
2019 49 2 25 33.053 0.724 -5.101 -3.386
2019 49 2 26 36.989 0.483 -5.551 -3.033
2019 49 2 27 41.011 0.271 -5.565 -2.846
2019 49 2 28 45.034 0.351 -5.711 -2.429
2019 49 2 29 49.056 -0.033 -5.947 -2.236
2019 49 2 30 52.992 0.295 -5.669 -3.543
2019 49 2 31 57.014 0.243 -6.061 -3.231
2019 49 2 33 1.037 0.172 -5.645 -4.077
2019 49 2 34 5.059 0.128 -6.094 -2.920
2019 49 2 35 8.995 1.066 -6.320 -1.791
2019 49 2 36 13.018 0.983 -6.601 -1.472
2019 49 2 37 17.040 0.419 -6.180 -0.538
2019 49 2 38 20.976 -0.108 -6.207 -0.274
2019 49 2 39 24.998 -0.070 -6.162 -0.211
2019 49 2 40 29.021 -0.185 -5.998 -0.365
2019 49 2 41 33.043 -0.484 -6.066 -0.302
2019 49 2 42 36.979 -0.446 -6.076 -0.266
2019 49 2 43 41.002 -0.320 -6.207 -0.135
2019 49 2 44 45.024 0.007 -6.234 -0.186
2019 49 2 45 49.046 0.481 -6.285 -0.143
2019 49 2 46 52.982 0.222 -6.184 -0.023
2019 49 2 47 57.005 -0.276 -5.797 -0.222
2019 49 2 49 1.027 -0.275 -5.790 -0.043
2019 49 2 50 5.050 -0.135 -5.664 -0.000
2019 49 2 51 8.986 0.183 -5.588 -0.092
2019 49 2 52 13.008 -0.146 -5.603 0.187
2019 49 2 53 17.030 0.451 -5.533 1.230
2019 49 2 54 21.053 0.622 -5.362 1.455
2019 49 2 55 24.989 0.336 -5.267 1.362
2019 49 2 56 29.011 0.599 -5.296 1.442
2019 49 2 57 33.034 0.918 -5.166 1.878
2019 49 2 58 37.056 1.579 -4.796 2.677
2019 49 2 59 40.992 1.914 -4.569 2.826
2019 49 3 0 45.014 1.748 -4.262 3.039
2019 49 3 1 49.037 1.729 -4.296 2.897
2019 49 3 2 52.973 0.691 -5.161 2.319
2019 49 3 3 56.995 1.645 -4.402 3.170
2019 49 3 5 1.018 1.985 -4.012 3.496
2019 49 3 6 5.040 1.997 -3.587 3.706
2019 49 3 7 8.976 0.957 -4.455 2.924
2019 49 3 8 12.998 -1.270 -4.446 0.413
2019 49 3 9 17.021 -2.549 -4.570 -1.070
2019 49 3 10 21.043 -2.628 -4.674 -0.481
2019 49 3 11 24.979 -2.028 -5.056 0.265
2019 49 3 12 29.002 -1.907 -5.113 0.638
2019 49 3 13 33.024 -1.634 -5.120 0.991
2019 49 3 14 37.046 -0.578 -5.218 1.671
2019 49 3 15 40.982 -1.002 -5.186 1.523
2019 49 3 16 45.005 -1.118 -4.676 2.006
2019 49 3 17 49.027 0.926 -3.489 2.781
2019 49 3 18 53.050 0.365 -3.901 2.383
2019 49 3 19 56.986 0.025 -4.523 1.224
2019 49 3 21 1.008 -0.729 -4.570 1.323
2019 49 3 22 5.030 -0.573 -4.320 0.454
2019 49 3 23 9.053 -1.933 -4.198 -0.888
2019 49 3 24 12.989 -2.114 -3.891 -0.574
2019 49 3 25 17.011 -2.251 -3.108 -0.490
2019 49 3 26 21.034 -2.213 -2.199 -0.996
2019 49 3 27 25.056 1.680 -0.695 2.107
2019 49 3 28 28.992 1.994 -1.135 2.616
2019 49 3 29 33.014 2.874 -0.827 3.293
2019 49 3 30 37.037 2.547 -0.874 3.113
2019 49 3 31 41.059 2.271 -1.213 2.384
2019 49 3 32 44.995 -0.576 -2.224 -0.482
2019 49 3 33 49.018 -1.472 -1.214 -2.724
2019 49 3 34 53.040 2.215 -0.830 3.667
2019 49 3 35 56.976 2.621 -0.761 4.190
2019 49 3 37 0.998 -0.856 -3.086 2.408
2019 49 3 38 5.021 -1.498 -3.566 2.430
2019 49 3 39 9.043 1.712 -1.947 3.534
2019 49 3 40 12.979 3.202 -0.801 4.079
2019 49 3 41 17.002 3.215 -0.960 3.772
2019 49 3 42 21.024 2.222 -1.882 3.798
2019 49 3 43 25.046 0.485 -2.643 3.141
2019 49 3 44 28.982 -0.926 -2.788 2.891
2019 49 3 45 33.005 2.671 -0.765 2.890
2019 49 3 46 37.027 2.529 -0.854 3.188
2019 49 3 47 41.050 0.134 -1.908 3.158
2019 49 3 48 44.986 0.098 -1.744 3.036
2019 49 3 49 49.008 0.249 -1.625 3.040
2019 49 3 50 53.030 -0.923 -2.342 2.495
2019 49 3 51 57.053 -1.252 -3.003 3.072
2019 49 3 53 0.989 -1.915 -3.180 2.996
2019 49 3 54 5.011 -2.331 -2.943 2.985
2019 49 3 55 9.034 -2.469 -3.164 2.908
2019 49 3 56 13.056 -2.386 -3.466 2.918
2019 49 3 57 16.992 -1.517 -3.269 3.270
2019 49 3 58 21.014 -0.655 -2.730 3.399
2019 49 3 59 25.037 -0.781 -2.658 3.564
2019 49 4 0 28.973 -0.385 -2.540 4.004
2019 49 4 1 32.995 -0.774 -2.377 4.192
2019 49 4 2 37.018 -0.464 -2.486 4.642
2019 49 4 3 41.040 -0.417 -2.580 4.522
2019 49 4 4 44.976 -0.784 -2.460 4.564
2019 49 4 5 48.998 -0.654 -2.416 4.752
2019 49 4 6 53.021 -0.751 -2.436 4.736
2019 49 4 7 57.043 -0.996 -2.266 4.718
2019 49 4 9 0.979 -1.337 -2.207 4.773
2019 49 4 10 5.002 -1.860 -2.504 4.723
2019 49 4 11 9.024 -1.730 -3.172 4.296
2019 49 4 12 13.046 -1.582 -3.820 4.232
2019 49 4 13 16.982 -1.437 -3.879 3.948
2019 49 4 14 21.005 0.132 -1.455 5.449
2019 49 4 15 25.027 0.286 -1.859 5.107
2019 49 4 16 29.050 -1.004 -2.283 5.155
2019 49 4 17 32.986 -1.381 -2.346 5.211
2019 49 4 18 37.008 -1.382 -2.180 5.324
2019 49 4 19 41.030 -0.002 -2.785 5.108
2019 49 4 20 45.053 0.330 -2.919 5.029
2019 49 4 21 48.989 -0.312 -2.616 5.313
2019 49 4 22 53.011 -1.310 -1.888 5.322
2019 49 4 23 57.034 -2.242 -1.459 5.189
2019 49 4 25 1.056 -1.465 -2.237 5.055
2019 49 4 26 4.992 -0.047 -3.174 5.193
2019 49 4 27 9.014 -0.152 -2.467 5.518
2019 49 4 28 13.037 0.227 -2.935 5.533
2019 49 4 29 16.973 0.008 -3.310 5.392
2019 49 4 30 20.995 -0.570 -2.609 5.499
2019 49 4 31 25.018 -1.951 -0.391 5.524
2019 49 4 32 29.040 -1.907 -0.552 5.648
2019 49 4 33 32.976 -1.863 -1.021 5.699
2019 49 4 34 36.998 -2.178 -1.727 5.299
2019 49 4 35 41.021 -2.303 -1.684 5.167
2019 49 4 36 45.043 -2.036 -1.016 5.553
2019 49 4 37 48.979 -1.370 -1.570 5.664
2019 49 4 38 53.002 -0.953 -1.788 5.821
2019 49 4 39 57.024 -0.038 -1.306 5.611
2019 49 4 41 1.046 -0.288 -1.389 5.432
2019 49 4 42 4.982 -0.808 -1.547 5.278
2019 49 4 43 9.005 -1.296 -1.574 5.140
2019 49 4 44 13.027 0.045 -1.086 5.871
2019 49 4 45 17.050 0.558 -0.652 5.983
2019 49 4 46 20.986 0.732 -0.176 5.849
2019 49 4 47 25.008 1.160 -0.463 5.661
2019 49 4 48 29.030 0.562 0.178 5.746
2019 49 4 49 33.053 0.402 0.680 5.810
2019 49 4 50 36.989 0.580 1.129 5.596
2019 49 4 51 41.011 0.924 -0.610 5.866
2019 49 4 52 45.034 1.057 -1.047 5.716
2019 49 4 53 49.056 0.884 -0.234 5.671
2019 49 4 54 52.992 0.421 0.489 5.517
2019 49 4 55 57.014 0.722 0.692 5.363
2019 49 4 57 1.037 0.440 0.994 5.303
2019 49 4 58 4.973 0.343 1.384 5.146
2019 49 4 59 8.995 0.751 1.495 5.034
2019 49 5 0 13.018 0.922 2.507 4.806
2019 49 5 1 17.040 0.491 2.008 5.147
2019 49 5 2 20.976 0.309 1.845 5.169
2019 49 5 3 24.998 0.604 2.029 5.022
2019 49 5 4 29.021 0.617 1.645 5.125
2019 49 5 5 33.043 0.675 1.723 5.099
2019 49 5 6 36.979 0.887 2.197 4.895
2019 49 5 7 41.002 0.888 0.959 5.198
2019 49 5 8 45.024 1.011 -0.268 5.320
2019 49 5 9 49.046 0.654 0.818 5.329
2019 49 5 10 52.982 0.467 1.224 5.234
2019 49 5 11 57.005 0.537 0.894 5.229
2019 49 5 13 1.027 0.775 0.193 5.083
2019 49 5 14 5.050 1.790 -2.560 4.669
2019 49 5 15 8.986 1.645 -2.899 4.240
2019 49 5 16 13.008 1.988 -2.262 4.560
2019 49 5 17 17.030 1.941 -2.673 4.547
2019 49 5 18 21.053 1.853 -3.112 4.190
2019 49 5 19 24.989 2.219 -2.534 4.288
2019 49 5 20 29.011 1.840 -2.976 4.190
2019 49 5 21 33.034 1.598 -3.340 3.981
2019 49 5 22 37.056 2.002 -2.453 4.298
2019 49 5 23 40.992 2.647 -1.333 4.809
2019 49 5 24 45.014 2.327 -1.507 4.811
2019 49 5 25 49.037 2.370 -1.304 4.588
2019 49 5 26 52.973 2.241 -2.076 4.173
2019 49 5 27 56.995 2.548 -2.001 3.827
2019 49 5 29 1.018 1.889 -2.475 4.173
2019 49 5 30 5.040 1.891 -2.600 4.095
2019 49 5 31 8.976 1.646 -2.990 3.849
2019 49 5 32 12.998 1.451 -3.112 3.825
2019 49 5 33 17.021 1.633 -2.966 3.859
2019 49 5 34 21.043 1.767 -4.184 2.521
2019 49 5 35 24.979 0.998 -3.962 3.089
2019 49 5 36 29.002 1.153 -3.563 3.147
2019 49 5 37 33.024 0.891 -0.409 1.755
2019 49 5 38 37.046 1.515 0.292 2.947
2019 49 5 39 40.982 1.446 1.096 2.754
2019 49 5 40 45.005 2.022 1.849 2.724
2019 49 5 41 49.027 2.424 1.981 2.941
2019 49 5 42 53.050 2.035 3.339 1.718
2019 49 5 43 56.986 1.905 3.475 0.513
2019 49 5 45 1.008 1.909 4.188 0.206
2019 49 5 46 5.030 2.111 4.406 -0.082
2019 49 5 47 9.053 2.339 4.366 0.014
2019 49 5 48 12.989 2.565 4.072 1.353
2019 49 5 49 17.011 2.341 4.130 1.197
2019 49 5 50 21.034 1.809 3.278 0.636
2019 49 5 51 25.056 1.981 2.078 1.351
2019 49 5 52 28.992 1.938 1.873 0.630
2019 49 5 53 33.014 2.021 2.706 0.984
2019 49 5 54 37.037 1.915 2.521 1.218
2019 49 5 55 41.059 1.567 2.721 0.466
2019 49 5 56 44.995 1.506 4.283 0.158
2019 49 5 57 49.018 0.871 3.345 0.154
2019 49 5 58 53.040 0.884 3.465 -0.871
2019 49 5 59 56.976 1.134 2.418 -1.079
2019 49 6 1 0.998 0.256 1.383 -0.241
2019 49 6 2 5.021 0.524 1.859 -0.774
2019 49 6 3 9.043 0.679 2.419 -1.195
2019 49 6 4 12.979 0.448 2.410 -0.931
2019 49 6 5 17.002 0.603 1.788 -0.659
2019 49 6 6 21.024 0.231 1.184 -0.623
2019 49 6 7 25.046 -0.079 1.865 -1.270
2019 49 6 8 28.982 -0.097 3.107 -1.357
2019 49 6 9 33.005 0.139 3.132 -1.130
2019 49 6 10 37.027 0.576 2.920 -0.691
2019 49 6 11 41.050 0.236 2.397 -0.913
2019 49 6 12 44.986 0.902 1.200 -0.393
2019 49 6 13 49.008 0.543 1.744 -1.023
2019 49 6 14 53.030 0.290 1.249 -1.178
2019 49 6 15 57.053 0.335 0.704 -0.336
2019 49 6 17 0.989 0.163 2.502 -0.414
2019 49 6 18 5.011 -0.184 2.175 -1.584
2019 49 6 19 9.034 -0.234 1.914 -1.511
2019 49 6 20 13.056 0.590 0.976 -0.723
2019 49 6 21 16.992 0.256 1.100 -0.931
2019 49 6 22 21.014 -2.044 -0.067 -3.294
2019 49 6 23 25.037 -3.307 -0.845 -4.637
2019 49 6 24 28.973 -3.201 -1.655 -2.605
2019 49 6 25 32.995 -3.455 -1.778 -3.364
2019 49 6 26 37.018 -3.259 -1.940 -3.570
2019 49 6 27 41.040 -3.182 -2.750 -4.180
2019 49 6 28 44.976 -3.132 -2.425 -3.450
2019 49 6 29 48.998 -3.346 -2.568 -3.747
2019 49 6 30 53.021 -3.396 -2.123 -3.239
2019 49 6 31 57.043 -3.343 -2.352 -3.462
2019 49 6 33 0.979 -3.181 -2.884 -0.916
2019 49 6 34 5.002 -3.263 -3.109 -1.096
2019 49 6 35 9.024 -2.969 -1.566 0.651
2019 49 6 36 13.046 -2.653 -3.699 -1.831
2019 49 6 37 16.982 -3.146 -4.195 -1.741
2019 49 6 38 21.005 -2.976 -4.221 -1.907
2019 49 6 39 25.027 -3.257 -4.163 -1.846
2019 49 6 40 29.050 -3.205 -3.796 -1.676
2019 49 6 41 32.986 -3.132 -3.764 -1.650
2019 49 6 42 37.008 -2.857 -3.843 -1.746
2019 49 6 43 41.030 -2.553 -2.023 -2.192
2019 49 6 44 45.053 -1.886 -1.727 -2.584
2019 49 6 45 48.989 -2.065 -1.228 -2.750
2019 49 6 46 53.011 -2.038 -1.827 -1.768
2019 49 6 47 57.034 -2.477 -2.758 -0.858
2019 49 6 49 1.056 -1.265 -0.739 -2.010
2019 49 6 50 4.992 0.719 2.120 -2.254
2019 49 6 51 9.014 2.010 3.102 -2.624
2019 49 6 52 13.037 2.151 3.395 -2.642
2019 49 6 53 16.973 1.120 -0.545 -2.252
2019 49 6 54 20.995 2.055 1.022 -1.518
2019 49 6 55 25.018 1.089 -1.344 -2.311
2019 49 6 56 29.040 0.320 -2.219 -1.105
2019 49 6 57 32.976 -1.118 -2.368 0.590
2019 49 6 58 36.998 -1.899 -3.024 1.295
2019 49 6 59 41.021 -1.968 -3.011 1.006
2019 49 7 0 45.043 -2.034 -2.956 1.193
2019 49 7 1 48.979 -2.155 -3.069 1.231
2019 49 7 2 53.002 -2.073 -3.196 1.084
2019 49 7 3 57.024 -2.134 -3.240 1.031
2019 49 7 5 1.046 -1.440 -2.976 1.093
2019 49 7 6 4.982 -1.290 -2.838 0.186
2019 49 7 7 9.005 -2.230 -3.167 1.098
2019 49 7 8 13.027 -2.268 -3.299 1.174
2019 49 7 9 17.050 -1.882 -3.544 -0.490
2019 49 7 10 20.986 -2.575 -3.336 0.216
2019 49 7 11 25.008 -2.360 -3.453 -0.213
2019 49 7 12 29.030 -2.233 -3.431 -0.599
2019 49 7 13 33.053 -1.721 -3.644 -0.733
2019 49 7 14 36.989 -2.329 -3.593 -0.862
2019 49 7 15 41.011 -2.658 -3.609 -0.776
2019 49 7 16 45.034 -2.407 -3.860 0.336
2019 49 7 17 49.056 -2.627 -3.629 0.016
2019 49 7 18 52.992 -2.714 -3.349 1.138
2019 49 7 19 57.014 -2.553 -3.621 -0.113
2019 49 7 21 1.037 -2.166 -3.812 0.123
2019 49 7 22 4.973 -2.188 -3.881 0.229
2019 49 7 23 8.995 -1.230 -4.038 -0.422
2019 49 7 24 13.018 -1.034 -4.192 -0.163
2019 49 7 25 17.040 -1.113 -4.181 0.095
2019 49 7 26 20.976 -1.653 -4.003 0.461
2019 49 7 27 24.998 -1.737 -3.548 0.939
2019 49 7 28 29.021 -1.579 -3.574 1.194
2019 49 7 29 33.043 -1.721 -3.545 1.700
2019 49 7 30 36.979 -1.545 -3.414 1.394
2019 49 7 31 41.002 -1.618 -3.503 1.618
2019 49 7 32 45.024 -1.550 -3.035 2.390
2019 49 7 33 49.046 -1.204 -3.874 -0.210
2019 49 7 34 52.982 -0.808 -3.813 -1.450
2019 49 7 35 57.005 -0.629 -3.689 -1.725
2019 49 7 37 1.027 -0.698 -3.822 -1.215
2019 49 7 38 5.050 -1.331 -4.146 -0.383
2019 49 7 39 8.986 -1.424 -3.918 -0.953
2019 49 7 40 13.008 -1.116 -3.983 -1.102
2019 49 7 41 17.030 -1.052 -4.321 -0.740
2019 49 7 42 21.053 -0.881 -4.369 -0.408
2019 49 7 43 24.989 -0.770 -4.343 -0.356
2019 49 7 44 29.011 -0.803 -4.315 -0.648
2019 49 7 45 33.034 -0.776 -4.083 -0.598
2019 49 7 46 37.056 0.438 -4.090 0.740
2019 49 7 47 40.992 0.756 -4.100 1.246
2019 49 7 48 45.014 1.133 -3.770 1.925
2019 49 7 49 49.037 0.864 -3.377 1.896
2019 49 7 50 53.059 -1.304 -3.516 1.215
2019 49 7 51 56.995 -0.980 -3.465 1.671
2019 49 7 53 1.018 -0.459 -2.774 0.715
2019 49 7 54 5.040 -1.979 -0.974 -3.222
2019 49 7 55 8.976 -1.834 -1.192 -3.001
2019 49 7 56 12.998 -0.775 -2.332 -2.136
2019 49 7 57 17.021 -1.012 -2.147 -2.760
2019 49 7 58 21.043 -1.600 -1.181 -2.616
2019 49 7 59 24.979 -1.678 -1.373 -2.878
2019 49 8 0 29.002 -1.965 -1.542 -3.131
2019 49 8 1 33.024 -1.189 -1.185 -2.438
2019 49 8 2 37.046 -1.294 -1.358 -2.375
2019 49 8 3 40.982 -1.189 -1.312 -2.356
2019 49 8 4 45.005 -1.712 -1.623 -2.572
2019 49 8 5 49.027 -2.266 -2.606 -2.988
2019 49 8 6 53.050 -1.882 -2.164 -2.614
2019 49 8 7 56.986 -1.593 -2.321 -2.539
2019 49 8 9 1.008 -1.267 -2.601 -2.069
2019 49 8 10 5.030 -1.335 -2.515 -2.172
2019 49 8 11 9.053 -1.293 -2.226 -2.416
2019 49 8 12 12.989 -0.748 -2.369 -2.180
2019 49 8 13 17.011 -0.842 -2.545 -2.581
2019 49 8 14 21.034 -0.598 -2.988 -2.249
2019 49 8 15 25.056 -0.769 -3.324 -1.788
2019 49 8 16 28.992 -1.066 -3.582 -0.926
2019 49 8 17 33.014 0.032 -3.719 -0.346
2019 49 8 18 37.037 0.671 -3.649 -0.683
2019 49 8 19 41.059 0.523 -3.740 0.303
2019 49 8 20 44.995 0.283 -3.700 -0.503
2019 49 8 21 49.018 0.072 -3.692 -0.655
2019 49 8 22 53.040 0.173 -3.797 -0.055
2019 49 8 23 56.976 0.419 -3.771 -0.258
2019 49 8 25 0.998 0.599 -3.666 0.409
2019 49 8 26 5.021 0.755 -3.598 0.213
2019 49 8 27 9.043 0.922 -3.705 0.566
2019 49 8 28 12.979 1.109 -3.525 0.581
2019 49 8 29 17.002 1.236 -3.517 0.527
2019 49 8 30 21.024 1.324 -3.483 0.276
2019 49 8 31 25.046 1.244 -3.351 0.145
2019 49 8 32 28.982 1.306 -3.353 -0.007
2019 49 8 33 33.005 1.407 -3.463 0.027
2019 49 8 34 37.027 1.567 -3.781 0.783
2019 49 8 35 41.050 1.742 -3.453 1.027
2019 49 8 36 44.986 1.989 -3.218 1.533
2019 49 8 37 49.008 2.043 -3.590 1.739
2019 49 8 38 53.030 1.989 -3.693 1.893
2019 49 8 39 57.053 1.737 -3.767 1.839
2019 49 8 41 0.989 1.722 -3.513 2.002
2019 49 8 42 5.011 1.668 -3.707 1.793
2019 49 8 43 9.034 1.383 -3.827 1.550
2019 49 8 44 13.056 1.387 -3.910 1.231
2019 49 8 45 16.992 1.300 -3.864 1.322
2019 49 8 46 21.014 1.381 -3.983 1.358
2019 49 8 47 25.037 2.079 -3.061 2.045
2019 49 8 48 29.059 2.808 -1.771 2.831
2019 49 8 49 32.995 2.838 -1.622 3.031
2019 49 8 50 37.018 2.961 -1.795 2.766
2019 49 8 51 41.040 2.720 -1.681 2.691
2019 49 8 52 44.976 2.580 -1.639 2.717
2019 49 8 53 48.998 3.375 -1.368 2.638
2019 49 8 54 53.021 3.294 -1.497 2.601
2019 49 8 55 57.043 3.248 -1.504 2.315
2019 49 8 57 0.979 3.407 -1.235 2.335
2019 49 8 58 5.002 3.067 -2.177 1.871
2019 49 8 59 9.024 3.097 -2.510 1.358
2019 49 9 0 13.046 2.992 -2.806 1.095
2019 49 9 1 16.982 2.154 -2.328 0.318
2019 49 9 2 21.005 2.535 -2.736 0.703
2019 49 9 3 25.027 2.723 -0.673 2.708
2019 49 9 4 29.050 2.826 -0.141 3.706
2019 49 9 5 32.986 2.879 -0.250 3.597
2019 49 9 6 37.008 2.775 -0.631 3.698
2019 49 9 7 41.030 3.036 -1.180 3.384
2019 49 9 8 45.053 3.219 -0.932 3.406
2019 49 9 9 48.989 2.898 -1.666 2.924
2019 49 9 10 53.011 1.958 -3.587 1.851
2019 49 9 11 57.034 0.864 -4.419 0.568
2019 49 9 13 1.056 0.226 -4.546 0.050
2019 49 9 14 4.992 2.578 -3.367 1.743
2019 49 9 15 9.014 3.302 -2.946 2.564
2019 49 9 16 13.037 3.320 -2.887 2.464
2019 49 9 17 16.973 3.565 -2.673 2.340
2019 49 9 18 20.995 3.943 -2.195 2.469
2019 49 9 19 25.018 4.131 -1.695 2.566
2019 49 9 20 29.040 4.101 -1.774 2.460
2019 49 9 21 32.976 4.179 -1.795 2.408
2019 49 9 22 36.998 4.037 -1.566 2.187
2019 49 9 23 41.021 3.503 -2.831 1.200
2019 49 9 24 45.043 3.670 -2.509 1.012
2019 49 9 25 48.979 3.789 -2.721 1.102
2019 49 9 26 53.002 3.151 -3.264 -0.162
2019 49 9 27 57.024 3.043 -3.362 -0.232
2019 49 9 29 1.046 3.248 -2.865 -0.254
2019 49 9 30 4.982 3.171 -2.807 -0.500
2019 49 9 31 9.005 2.494 -3.321 -0.412
2019 49 9 32 13.027 1.314 -4.410 1.608
2019 49 9 33 17.050 1.471 -4.443 1.338
2019 49 9 34 20.986 1.895 -4.528 1.351
2019 49 9 35 25.008 2.314 -4.782 1.396
2019 49 9 36 29.030 2.544 -5.003 1.080
2019 49 9 37 33.053 2.970 -5.024 0.837
