year day hr min sec b_gse_x b_gse_y b_gse_z 
2019 48 0 0 29.030 0.010 2.931 -1.860
2019 48 0 1 33.053 0.328 3.099 -1.587
2019 48 0 2 36.989 0.054 3.108 -1.734
2019 48 0 3 41.011 0.158 2.995 -1.793
2019 48 0 4 45.034 -0.000 3.222 -1.668
2019 48 0 5 49.056 0.013 3.284 -1.480
2019 48 0 6 52.992 0.025 3.411 -1.073
2019 48 0 7 57.014 -0.089 3.334 -1.364
2019 48 0 9 1.037 -0.586 3.105 -1.262
2019 48 0 10 5.059 -0.010 3.112 -1.161
2019 48 0 11 8.995 1.553 3.427 -0.654
2019 48 0 12 13.018 1.484 3.568 -0.857
2019 48 0 13 17.040 1.513 3.486 -0.697
2019 48 0 14 20.976 0.925 3.274 -0.704
2019 48 0 15 24.998 1.083 3.327 -0.899
2019 48 0 16 29.021 1.368 3.227 -0.708
2019 48 0 17 33.043 1.418 3.218 -0.597
2019 48 0 18 36.979 1.497 3.165 -0.493
2019 48 0 19 41.002 1.531 3.189 -0.130
2019 48 0 20 45.024 1.153 3.319 -0.866
2019 48 0 21 49.046 0.738 3.461 -0.234
2019 48 0 22 52.982 0.315 3.283 0.261
2019 48 0 23 57.005 -0.423 3.073 0.942
2019 48 0 25 1.027 -0.442 3.234 0.743
2019 48 0 26 5.050 -0.446 3.275 0.681
2019 48 0 27 8.986 -0.587 3.270 0.820
2019 48 0 28 13.008 -0.360 3.181 1.208
2019 48 0 29 17.030 -0.409 2.964 1.581
2019 48 0 30 21.053 -0.040 3.155 0.322
2019 48 0 31 24.989 0.034 3.301 -0.064
2019 48 0 32 29.011 -0.061 3.263 -0.359
2019 48 0 33 33.034 -0.580 3.070 -0.871
2019 48 0 34 37.056 -0.003 3.290 0.191
2019 48 0 35 40.992 0.009 3.444 0.237
2019 48 0 36 45.014 -0.490 3.274 0.472
2019 48 0 37 49.037 -0.789 3.303 0.997
2019 48 0 38 52.973 -1.061 2.972 1.829
2019 48 0 39 56.995 -0.910 3.060 0.778
2019 48 0 41 1.018 0.096 3.169 -2.288
2019 48 0 42 5.040 0.082 3.086 -2.133
2019 48 0 43 8.976 0.007 3.093 -1.883
2019 48 0 44 12.998 0.036 3.307 -1.578
2019 48 0 45 17.021 -0.043 3.195 -1.768
2019 48 0 46 21.043 -0.073 3.152 -1.780
2019 48 0 47 24.979 -0.121 3.250 -1.864
2019 48 0 48 29.002 -0.258 3.272 -1.493
2019 48 0 49 33.024 -0.560 3.267 -1.590
2019 48 0 50 37.046 0.342 3.470 -1.325
2019 48 0 51 40.982 0.299 3.370 -1.945
2019 48 0 52 45.005 0.029 3.139 -2.058
2019 48 0 53 49.027 0.004 2.980 -2.221
2019 48 0 54 53.050 -0.201 2.783 -2.399
2019 48 0 55 56.986 -0.344 2.608 -2.425
2019 48 0 57 1.008 -0.494 2.769 -2.146
2019 48 0 58 5.030 -0.550 2.830 -2.115
2019 48 0 59 9.053 0.258 2.423 -2.503
2019 48 1 0 12.989 0.757 2.949 -1.808
2019 48 1 1 17.011 -1.130 2.458 -2.268
2019 48 1 2 21.034 -1.352 2.418 -2.008
2019 48 1 3 25.056 -1.782 2.196 -2.030
2019 48 1 4 28.992 -2.041 1.997 -1.882
2019 48 1 5 33.014 -2.313 1.680 -1.754
2019 48 1 6 37.037 -2.696 1.412 -1.366
2019 48 1 7 40.973 -2.395 1.685 -1.765
2019 48 1 8 44.995 -2.325 1.650 -1.967
2019 48 1 9 49.018 -2.646 1.371 -1.790
2019 48 1 10 53.040 -2.532 1.361 -1.835
2019 48 1 11 56.976 -2.534 1.260 -1.942
2019 48 1 13 0.998 -2.553 1.150 -1.692
2019 48 1 14 5.021 -0.825 2.558 -1.468
2019 48 1 15 9.043 -0.082 3.171 -1.335
2019 48 1 16 12.979 0.081 3.214 -1.224
2019 48 1 17 17.002 1.136 3.195 -0.822
2019 48 1 18 21.024 1.824 3.208 -0.580
2019 48 1 19 25.046 2.178 3.016 -0.102
2019 48 1 20 28.982 2.284 2.939 -0.154
2019 48 1 21 33.005 2.743 2.897 0.152
2019 48 1 22 37.027 3.129 2.961 0.243
2019 48 1 23 41.050 2.519 2.833 0.741
2019 48 1 24 44.986 2.612 2.619 0.565
2019 48 1 25 49.008 3.049 2.717 -0.054
2019 48 1 26 53.030 3.345 2.788 -0.521
2019 48 1 27 57.053 3.389 2.875 -0.171
2019 48 1 29 0.989 3.367 2.812 -0.074
2019 48 1 30 5.011 3.205 2.674 0.161
2019 48 1 31 9.034 3.142 2.681 0.023
2019 48 1 32 13.056 3.235 2.725 -0.219
2019 48 1 33 16.992 3.233 2.971 -0.576
2019 48 1 34 21.014 3.035 3.056 -0.694
2019 48 1 35 25.037 2.714 3.195 -0.525
2019 48 1 36 28.973 2.664 3.148 -0.368
2019 48 1 37 32.995 2.406 3.086 -0.688
2019 48 1 38 37.018 2.841 3.007 -0.567
2019 48 1 39 41.040 2.956 3.031 -0.548
2019 48 1 40 44.976 3.087 3.060 -0.599
2019 48 1 41 48.998 3.026 3.062 -0.544
2019 48 1 42 53.021 3.125 3.152 -0.646
2019 48 1 43 57.043 2.831 3.178 -0.683
2019 48 1 45 0.979 2.407 3.304 -0.258
2019 48 1 46 5.002 2.258 3.343 -0.462
2019 48 1 47 9.024 2.337 3.268 -0.184
2019 48 1 48 13.046 2.337 3.487 -0.465
2019 48 1 49 16.982 1.911 3.641 -1.030
2019 48 1 50 21.005 1.576 3.657 -1.460
2019 48 1 51 25.027 1.464 3.698 -1.665
2019 48 1 52 29.050 2.480 3.624 -0.591
2019 48 1 53 32.986 2.652 3.356 -0.261
2019 48 1 54 37.008 3.067 3.060 -0.177
2019 48 1 55 41.030 3.640 2.991 -0.051
2019 48 1 56 45.053 3.409 3.163 -0.279
2019 48 1 57 48.989 3.007 3.025 -0.448
2019 48 1 58 53.011 2.946 3.217 -0.584
2019 48 1 59 57.034 3.133 3.155 -0.676
2019 48 2 1 1.056 3.829 2.144 -0.016
2019 48 2 2 4.992 3.909 1.984 0.252
2019 48 2 3 9.014 3.792 1.982 -0.499
2019 48 2 4 13.037 4.124 1.486 -0.419
2019 48 2 5 16.973 4.162 1.348 0.214
2019 48 2 6 20.995 3.993 1.816 0.040
2019 48 2 7 25.018 4.011 1.797 -0.003
2019 48 2 8 29.040 4.039 1.974 -0.050
2019 48 2 9 32.976 3.994 1.985 -0.049
2019 48 2 10 36.998 3.509 2.855 -0.006
2019 48 2 11 41.021 3.570 2.738 0.125
2019 48 2 12 45.043 3.233 3.151 -0.105
2019 48 2 13 48.979 3.278 3.288 -0.004
2019 48 2 14 53.002 3.174 3.366 0.019
2019 48 2 15 57.024 3.228 3.283 0.148
2019 48 2 17 1.046 3.287 3.203 0.337
2019 48 2 18 4.982 3.614 2.929 0.424
2019 48 2 19 9.005 3.339 3.155 0.310
2019 48 2 20 13.027 3.669 2.740 -0.050
2019 48 2 21 17.050 3.623 2.786 -0.126
2019 48 2 22 20.986 3.369 3.073 -0.097
2019 48 2 23 25.008 3.165 3.162 -0.151
2019 48 2 24 29.030 3.477 3.005 -0.022
2019 48 2 25 33.053 3.550 2.961 0.368
2019 48 2 26 36.989 3.246 3.188 0.794
2019 48 2 27 41.011 3.180 3.203 0.826
2019 48 2 28 45.034 3.547 2.924 0.354
2019 48 2 29 49.056 3.737 2.499 -0.176
2019 48 2 30 52.992 3.789 2.493 -0.198
2019 48 2 31 57.014 3.860 2.465 -0.236
2019 48 2 33 1.037 3.794 2.604 -0.036
2019 48 2 34 5.059 3.943 2.569 0.061
2019 48 2 35 8.995 3.966 2.738 0.247
2019 48 2 36 13.018 3.926 2.683 0.312
2019 48 2 37 17.040 3.907 2.609 0.379
2019 48 2 38 20.976 4.002 2.607 0.348
2019 48 2 39 24.998 4.094 2.454 0.373
2019 48 2 40 29.021 4.055 2.367 0.376
2019 48 2 41 33.043 4.047 2.388 0.368
2019 48 2 42 36.979 3.839 2.299 0.380
2019 48 2 43 41.002 3.964 2.246 0.289
2019 48 2 44 45.024 3.995 2.246 0.256
2019 48 2 45 49.046 3.863 2.235 0.266
2019 48 2 46 52.982 3.873 2.306 0.335
2019 48 2 47 57.005 3.889 2.310 0.327
2019 48 2 49 1.027 3.808 2.303 0.318
2019 48 2 50 5.050 3.829 2.294 0.246
2019 48 2 51 8.986 3.883 2.154 0.305
2019 48 2 52 13.008 3.779 2.331 0.228
2019 48 2 53 17.030 3.857 2.144 0.341
2019 48 2 54 21.053 3.881 2.054 0.359
2019 48 2 55 24.989 3.763 2.199 0.348
2019 48 2 56 29.011 3.748 2.147 0.449
2019 48 2 57 33.034 3.930 1.980 0.299
2019 48 2 58 37.056 3.996 1.846 0.377
2019 48 2 59 40.992 4.023 1.748 0.430
2019 48 3 0 45.014 3.915 1.817 0.442
2019 48 3 1 49.037 3.933 1.956 0.462
2019 48 3 2 52.973 3.995 1.942 0.427
2019 48 3 3 56.995 4.002 2.012 0.323
2019 48 3 5 1.018 4.132 1.890 0.365
2019 48 3 6 5.040 4.121 1.781 0.317
2019 48 3 7 8.976 4.172 1.846 0.305
2019 48 3 8 12.998 4.162 1.879 0.489
2019 48 3 9 17.021 4.046 1.974 0.357
2019 48 3 10 21.043 4.092 1.945 0.345
2019 48 3 11 24.979 4.139 1.717 0.453
2019 48 3 12 29.002 4.173 1.801 0.257
2019 48 3 13 33.024 4.117 1.971 0.545
2019 48 3 14 37.046 4.200 1.993 0.304
2019 48 3 15 40.982 4.182 2.001 0.261
2019 48 3 16 45.005 4.146 1.987 0.344
2019 48 3 17 49.027 4.227 2.054 0.253
2019 48 3 18 53.050 4.145 2.066 0.320
2019 48 3 19 56.986 4.185 2.127 0.154
2019 48 3 21 1.008 4.199 2.012 0.223
2019 48 3 22 5.030 4.205 1.956 0.269
2019 48 3 23 9.053 4.088 2.182 -0.012
2019 48 3 24 12.989 4.072 2.058 0.126
2019 48 3 25 17.011 4.162 1.916 0.234
2019 48 3 26 21.034 4.226 1.904 0.234
2019 48 3 27 25.056 4.183 1.959 0.176
2019 48 3 28 28.992 4.179 1.898 0.065
2019 48 3 29 33.014 4.096 1.951 0.166
2019 48 3 30 37.037 4.210 1.809 0.145
2019 48 3 31 41.059 4.218 1.683 0.270
2019 48 3 32 44.995 4.164 1.663 0.257
2019 48 3 33 49.018 4.184 1.590 0.162
2019 48 3 34 53.040 4.163 1.496 0.125
2019 48 3 35 56.976 4.181 1.548 0.151
2019 48 3 37 0.998 4.146 1.579 0.218
2019 48 3 38 5.021 4.243 1.207 0.193
2019 48 3 39 9.043 4.172 1.513 0.232
2019 48 3 40 12.979 4.265 1.212 0.386
2019 48 3 41 17.002 4.326 0.289 0.924
2019 48 3 42 21.024 4.341 0.494 0.928
2019 48 3 43 25.046 4.330 0.309 1.008
2019 48 3 44 28.982 4.377 0.091 0.934
2019 48 3 45 33.005 4.386 0.448 0.792
2019 48 3 46 37.027 4.296 0.647 0.912
2019 48 3 47 41.050 4.217 0.647 0.985
2019 48 3 48 44.986 4.236 0.712 1.173
2019 48 3 49 49.008 4.179 0.885 1.194
2019 48 3 50 53.030 4.032 1.297 1.024
2019 48 3 51 57.053 3.972 1.556 0.926
2019 48 3 53 0.989 4.015 1.580 0.630
2019 48 3 54 5.011 4.036 1.619 0.715
2019 48 3 55 9.034 4.094 1.875 0.333
2019 48 3 56 13.056 4.127 1.910 0.102
2019 48 3 57 16.992 4.174 1.887 0.082
2019 48 3 58 21.014 4.079 2.075 -0.092
2019 48 3 59 25.037 4.015 2.294 -0.425
2019 48 4 0 28.973 4.005 2.250 -0.445
2019 48 4 1 32.995 3.985 2.290 -0.161
2019 48 4 2 37.018 4.004 2.547 0.083
2019 48 4 3 41.040 4.117 2.644 0.300
2019 48 4 4 44.976 4.195 2.528 0.188
2019 48 4 5 48.998 4.056 2.235 0.147
2019 48 4 6 53.021 4.125 2.153 0.094
2019 48 4 7 57.043 3.814 2.462 -0.039
2019 48 4 9 0.979 3.416 3.009 -0.379
2019 48 4 10 5.002 3.439 3.017 -0.260
2019 48 4 11 9.024 3.407 2.998 -0.365
2019 48 4 12 13.046 3.369 2.953 -0.599
2019 48 4 13 16.982 3.359 2.918 -0.784
2019 48 4 14 21.005 3.274 2.995 -0.825
2019 48 4 15 25.027 3.265 3.153 -0.234
2019 48 4 16 29.050 2.952 3.298 -0.140
2019 48 4 17 32.986 3.064 3.338 -0.162
2019 48 4 18 37.008 2.881 3.222 -0.814
2019 48 4 19 41.030 2.800 3.117 -1.237
2019 48 4 20 45.053 2.910 2.995 -1.091
2019 48 4 21 48.989 3.061 3.051 -0.410
2019 48 4 22 53.011 2.974 3.337 -0.220
2019 48 4 23 57.034 2.807 3.345 -0.555
2019 48 4 25 1.056 2.866 3.220 -0.598
2019 48 4 26 4.992 2.870 3.237 -0.461
2019 48 4 27 9.014 2.717 3.292 -0.605
2019 48 4 28 13.037 2.875 3.060 -0.739
2019 48 4 29 16.973 2.943 3.024 -0.711
2019 48 4 30 20.995 3.213 2.874 -0.886
2019 48 4 31 25.018 3.840 2.731 -0.775
2019 48 4 32 29.040 3.741 2.791 -0.878
2019 48 4 33 32.976 3.454 2.932 -1.006
2019 48 4 34 36.998 3.875 2.879 -0.658
2019 48 4 35 41.021 4.176 2.421 0.163
2019 48 4 36 45.043 4.050 2.540 0.137
2019 48 4 37 48.979 3.839 2.626 -0.031
2019 48 4 38 53.002 3.863 2.654 -0.332
2019 48 4 39 57.024 3.819 2.673 -0.611
2019 48 4 41 1.046 3.788 2.699 -0.565
2019 48 4 42 4.982 3.820 2.719 -0.647
2019 48 4 43 9.005 3.790 2.655 -0.771
2019 48 4 44 13.027 3.818 2.626 -0.517
2019 48 4 45 17.050 3.715 2.700 -0.684
2019 48 4 46 20.986 3.866 2.508 -0.588
2019 48 4 47 25.008 3.779 2.571 -0.631
2019 48 4 48 29.030 3.776 2.560 -0.677
2019 48 4 49 33.053 3.845 2.515 -0.752
2019 48 4 50 36.989 3.781 2.431 -0.703
2019 48 4 51 41.011 3.959 2.212 -0.542
2019 48 4 52 45.034 3.859 2.294 -0.722
2019 48 4 53 49.056 3.660 2.460 -1.049
2019 48 4 54 52.992 3.575 2.469 -1.044
2019 48 4 55 57.014 3.537 2.371 -1.174
2019 48 4 57 1.037 3.098 2.761 -1.491
2019 48 4 58 4.973 3.187 2.552 -1.458
2019 48 4 59 8.995 3.329 2.712 -1.318
2019 48 5 0 13.018 3.784 2.709 -1.325
2019 48 5 1 17.040 3.870 2.525 -1.344
2019 48 5 2 20.976 3.806 2.582 -1.256
2019 48 5 3 24.998 3.737 2.619 -1.442
2019 48 5 4 29.021 3.498 2.583 -1.825
2019 48 5 5 33.043 3.509 2.689 -1.613
2019 48 5 6 36.979 3.584 2.679 -1.529
2019 48 5 7 41.002 3.501 2.618 -1.713
2019 48 5 8 45.024 2.801 2.482 -2.073
2019 48 5 9 49.046 2.824 2.570 -2.009
2019 48 5 10 52.982 2.837 2.368 -2.238
2019 48 5 11 57.005 3.008 2.206 -2.266
2019 48 5 13 1.027 3.338 2.263 -1.677
2019 48 5 14 5.050 3.298 2.406 -1.581
2019 48 5 15 8.986 3.587 2.067 -1.173
2019 48 5 16 13.008 3.608 2.273 -1.128
2019 48 5 17 17.030 3.266 2.427 -1.719
2019 48 5 18 21.053 3.199 2.567 -1.484
2019 48 5 19 24.989 3.429 1.769 -0.572
2019 48 5 20 29.011 3.697 1.779 -0.723
2019 48 5 21 33.034 3.753 1.743 -0.720
2019 48 5 22 37.056 3.760 1.626 -0.923
2019 48 5 23 40.992 3.733 1.534 -1.252
2019 48 5 24 45.014 3.681 1.426 -0.928
2019 48 5 25 49.037 3.328 1.062 -0.730
2019 48 5 26 52.973 2.497 -0.507 -2.116
2019 48 5 27 56.995 2.352 -0.499 -2.262
2019 48 5 29 1.018 2.526 -0.179 -1.914
2019 48 5 30 5.040 2.760 -0.612 -1.437
2019 48 5 31 8.976 3.124 -0.466 -1.396
2019 48 5 32 12.998 3.261 -0.109 -1.370
2019 48 5 33 17.021 3.023 -0.397 -1.567
2019 48 5 34 21.043 3.168 -0.589 -1.189
2019 48 5 35 24.979 3.246 -0.649 -1.005
2019 48 5 36 29.002 3.846 0.495 -1.913
2019 48 5 37 33.024 4.321 0.101 -1.597
2019 48 5 38 37.046 4.411 -0.098 -1.442
2019 48 5 39 40.982 4.216 -0.105 -1.219
2019 48 5 40 45.005 4.193 -0.065 -0.833
2019 48 5 41 49.027 4.191 -0.049 -0.722
2019 48 5 42 53.050 4.278 -0.059 -0.606
2019 48 5 43 56.986 4.181 -0.015 -0.618
2019 48 5 45 1.008 4.262 0.049 -0.164
2019 48 5 46 5.030 4.240 0.018 -0.492
2019 48 5 47 9.053 4.264 -0.050 -0.862
2019 48 5 48 12.989 4.266 -0.029 -0.992
2019 48 5 49 17.011 4.323 -0.221 -1.045
2019 48 5 50 21.034 4.290 -0.147 -1.098
2019 48 5 51 25.056 4.302 -0.001 -0.998
2019 48 5 52 28.992 4.143 1.629 -0.952
2019 48 5 53 33.014 4.064 1.674 -1.039
2019 48 5 54 37.037 4.216 1.689 -1.005
2019 48 5 55 41.059 4.129 1.581 -0.962
2019 48 5 56 44.995 4.147 1.497 -1.037
2019 48 5 57 49.018 3.973 1.308 -1.466
2019 48 5 58 53.040 3.901 1.434 -1.412
2019 48 5 59 56.976 3.986 1.507 -1.256
2019 48 6 1 0.998 4.108 1.446 -0.958
2019 48 6 2 5.021 4.169 1.477 -0.819
2019 48 6 3 9.043 4.199 1.671 -0.745
2019 48 6 4 12.979 3.932 2.093 -0.387
2019 48 6 5 17.002 3.868 1.938 -0.948
2019 48 6 6 21.024 3.467 2.270 -1.035
2019 48 6 7 25.046 3.512 2.357 -1.100
2019 48 6 8 28.982 3.547 2.219 -1.085
2019 48 6 9 33.005 3.838 1.928 -0.782
2019 48 6 10 37.027 3.936 1.936 -0.543
2019 48 6 11 41.050 4.162 1.299 -0.584
2019 48 6 12 44.986 4.238 0.997 -0.587
2019 48 6 13 49.008 4.223 0.448 -0.813
2019 48 6 14 53.030 4.143 0.516 -0.953
2019 48 6 15 57.053 4.021 0.578 -0.994
2019 48 6 17 0.989 4.042 0.634 -0.873
2019 48 6 18 5.011 4.054 0.801 -0.897
2019 48 6 19 9.034 4.037 0.610 -0.670
2019 48 6 20 13.056 3.999 0.617 -0.662
2019 48 6 21 16.992 4.066 0.591 -0.580
2019 48 6 22 21.014 4.111 0.538 -0.534
2019 48 6 23 25.037 4.078 0.505 -0.600
2019 48 6 24 28.973 4.096 0.580 -0.665
2019 48 6 25 32.995 4.116 0.569 -0.544
2019 48 6 26 37.018 4.066 0.746 -0.504
2019 48 6 27 41.040 4.080 0.893 -0.606
2019 48 6 28 44.976 4.061 0.805 -0.497
2019 48 6 29 48.998 4.043 0.781 -0.518
2019 48 6 30 53.021 4.042 0.827 -0.633
2019 48 6 31 57.043 4.098 0.834 -0.665
2019 48 6 33 0.979 4.094 0.771 -0.595
2019 48 6 34 5.002 4.149 0.604 -0.553
2019 48 6 35 9.024 4.147 0.733 -0.594
2019 48 6 36 13.046 4.092 0.638 -0.430
2019 48 6 37 16.982 3.997 0.654 -0.624
2019 48 6 38 21.005 3.974 0.610 -0.617
2019 48 6 39 25.027 4.028 0.456 -0.445
2019 48 6 40 29.050 3.810 0.552 -0.982
2019 48 6 41 32.986 3.659 0.911 -1.269
2019 48 6 42 37.008 3.643 0.956 -1.151
2019 48 6 43 41.030 3.502 0.939 -1.527
2019 48 6 44 45.053 3.585 0.895 -1.308
2019 48 6 45 48.989 3.515 0.944 -1.470
2019 48 6 46 53.011 3.506 1.127 -1.431
2019 48 6 47 57.034 3.372 1.388 -1.701
2019 48 6 49 1.056 3.475 1.161 -1.488
2019 48 6 50 4.992 3.699 0.950 -1.070
2019 48 6 51 9.014 3.752 0.987 -1.037
2019 48 6 52 13.037 3.807 0.823 -0.890
2019 48 6 53 16.973 3.820 0.707 -0.818
2019 48 6 54 20.995 3.572 1.318 -1.055
2019 48 6 55 25.018 3.709 1.166 -0.909
2019 48 6 56 29.040 3.726 0.980 -0.903
2019 48 6 57 32.976 3.797 1.045 -0.801
2019 48 6 58 36.998 3.911 0.705 -0.804
2019 48 6 59 41.021 3.886 0.992 -0.872
2019 48 7 0 45.043 3.846 1.244 -0.872
2019 48 7 1 48.979 3.861 1.154 -0.872
2019 48 7 2 53.002 3.866 1.062 -0.937
2019 48 7 3 57.024 3.995 1.051 -0.700
2019 48 7 5 1.046 4.059 1.021 -0.728
2019 48 7 6 4.982 4.015 0.995 -0.602
2019 48 7 7 9.005 4.117 0.952 -0.423
2019 48 7 8 13.027 4.097 0.996 -0.526
2019 48 7 9 17.050 3.979 1.040 -0.694
2019 48 7 10 20.986 3.830 1.108 -1.097
2019 48 7 11 25.008 3.954 1.227 -0.900
2019 48 7 12 29.030 3.668 1.588 -1.534
2019 48 7 13 33.053 3.998 0.997 -0.224
2019 48 7 14 36.989 3.798 1.155 -0.273
2019 48 7 15 41.011 3.587 1.360 -0.693
2019 48 7 16 45.034 3.541 1.545 -0.761
2019 48 7 17 49.056 3.399 1.558 -1.080
2019 48 7 18 52.992 3.522 1.163 -0.986
2019 48 7 19 57.014 3.587 1.154 -0.833
2019 48 7 21 1.037 3.535 1.378 -0.822
2019 48 7 22 4.973 3.470 1.523 -0.853
2019 48 7 23 8.995 3.969 1.671 -0.960
2019 48 7 24 13.018 4.042 1.515 -1.115
2019 48 7 25 17.040 3.989 1.688 -1.399
2019 48 7 26 20.976 4.152 1.890 -1.237
2019 48 7 27 24.998 3.928 2.160 -1.426
2019 48 7 28 29.021 3.853 2.367 -1.221
2019 48 7 29 33.043 3.932 2.440 -1.241
2019 48 7 30 36.979 3.974 2.372 -1.175
2019 48 7 31 41.002 3.850 2.236 -1.133
2019 48 7 32 45.024 3.975 2.224 -1.088
2019 48 7 33 49.046 3.786 2.217 -1.035
2019 48 7 34 52.982 4.007 2.512 -1.120
2019 48 7 35 57.005 4.054 2.447 -1.169
2019 48 7 37 1.027 4.025 2.318 -1.174
2019 48 7 38 5.050 4.079 2.194 -1.134
2019 48 7 39 8.986 4.010 2.142 -1.120
2019 48 7 40 13.008 3.831 2.015 -1.070
2019 48 7 41 17.030 3.783 2.145 -0.980
2019 48 7 42 21.053 3.671 2.270 -0.947
2019 48 7 43 24.989 3.667 2.221 -1.017
2019 48 7 44 29.011 3.632 2.274 -1.034
2019 48 7 45 33.034 3.628 2.255 -1.027
2019 48 7 46 37.056 3.617 2.319 -1.006
2019 48 7 47 40.992 3.635 2.294 -1.146
2019 48 7 48 45.014 3.753 2.357 -1.025
2019 48 7 49 49.037 3.781 2.433 -1.119
2019 48 7 50 53.059 4.010 2.378 -1.067
2019 48 7 51 56.995 3.903 2.380 -1.048
2019 48 7 53 1.018 3.919 2.407 -1.100
2019 48 7 54 5.040 3.863 2.438 -1.144
2019 48 7 55 8.976 3.671 2.616 -0.819
2019 48 7 56 12.998 3.756 1.984 -1.025
2019 48 7 57 17.021 4.057 1.367 -1.137
2019 48 7 58 21.043 4.170 0.694 -1.261
2019 48 7 59 24.979 4.219 0.104 -1.376
2019 48 8 0 29.002 4.128 0.529 -1.500
2019 48 8 1 33.024 4.187 0.600 -1.495
2019 48 8 2 37.046 3.997 0.388 -1.340
2019 48 8 3 40.982 3.758 1.259 -1.448
2019 48 8 4 45.005 3.649 1.502 -1.493
2019 48 8 5 49.027 3.667 1.477 -1.569
2019 48 8 6 53.050 4.100 0.566 -1.255
2019 48 8 7 56.986 3.967 1.386 -1.552
2019 48 8 9 1.008 3.918 1.498 -1.511
2019 48 8 10 5.030 3.990 1.039 -1.410
2019 48 8 11 9.053 3.917 1.115 -1.361
2019 48 8 12 12.989 3.818 1.345 -1.409
2019 48 8 13 17.011 3.959 1.084 -1.365
2019 48 8 14 21.034 4.181 0.456 -1.357
2019 48 8 15 25.056 4.143 0.538 -1.307
2019 48 8 16 28.992 4.086 0.464 -1.349
2019 48 8 17 33.014 4.057 0.579 -1.367
2019 48 8 18 37.037 4.096 0.977 -1.318
2019 48 8 19 41.059 4.142 0.960 -1.333
2019 48 8 20 44.995 4.091 1.068 -1.291
2019 48 8 21 49.018 4.161 1.038 -1.291
2019 48 8 22 53.040 4.026 0.915 -1.256
2019 48 8 23 56.976 4.024 0.803 -1.218
2019 48 8 25 0.998 4.036 0.704 -1.246
2019 48 8 26 5.021 4.081 0.553 -1.151
2019 48 8 27 9.043 4.061 0.496 -1.162
2019 48 8 28 12.979 4.040 0.661 -1.114
2019 48 8 29 17.002 3.975 0.714 -1.129
2019 48 8 30 21.024 4.002 0.905 -1.183
2019 48 8 31 25.046 4.029 0.748 -1.223
2019 48 8 32 28.982 4.028 0.680 -1.293
2019 48 8 33 33.005 4.065 0.602 -1.106
2019 48 8 34 37.027 4.035 0.540 -0.922
2019 48 8 35 41.050 4.111 0.510 -1.015
2019 48 8 36 44.986 4.078 0.440 -0.999
2019 48 8 37 49.008 3.990 0.506 -1.134
2019 48 8 38 53.030 4.092 0.484 -0.608
2019 48 8 39 57.053 4.137 0.272 -0.742
2019 48 8 41 0.989 4.242 -0.016 -0.758
2019 48 8 42 5.011 4.219 -0.052 -0.794
2019 48 8 43 9.034 4.215 0.143 -0.768
2019 48 8 44 13.056 4.229 0.217 -0.742
2019 48 8 45 16.992 4.282 0.226 -0.729
2019 48 8 46 21.014 4.177 0.200 -0.786
2019 48 8 47 25.037 4.107 0.216 -0.786
2019 48 8 48 29.059 4.153 0.168 -0.746
2019 48 8 49 32.995 4.193 0.274 -0.790
2019 48 8 50 37.018 4.170 0.391 -0.800
2019 48 8 51 41.040 4.157 0.519 -0.807
2019 48 8 52 44.976 4.166 -0.206 -0.498
2019 48 8 53 48.998 4.258 -0.477 -0.345
2019 48 8 54 53.021 4.189 -0.578 -0.331
2019 48 8 55 57.043 4.247 -0.261 -0.431
2019 48 8 57 0.979 4.295 0.229 -0.667
2019 48 8 58 5.002 4.308 0.137 -0.600
2019 48 8 59 9.024 4.418 0.026 -0.558
2019 48 9 0 13.046 4.439 -0.084 -0.502
2019 48 9 1 16.982 4.430 -0.094 -0.469
2019 48 9 2 21.005 4.321 0.041 -0.376
2019 48 9 3 25.027 4.365 -0.135 -0.263
2019 48 9 4 29.050 4.337 -0.460 0.013
2019 48 9 5 32.986 4.404 -0.155 -0.197
2019 48 9 6 37.008 4.418 0.188 -0.365
2019 48 9 7 41.030 4.352 0.177 -0.384
2019 48 9 8 45.053 4.442 0.227 -0.377
2019 48 9 9 48.989 4.490 0.246 -0.413
2019 48 9 10 53.011 4.404 0.205 -0.390
2019 48 9 11 57.034 4.406 0.311 -0.298
2019 48 9 13 1.056 4.434 0.324 -0.058
2019 48 9 14 4.992 4.441 0.323 -0.003
2019 48 9 15 9.014 4.432 0.325 -0.714
2019 48 9 16 13.037 4.375 0.273 -0.816
2019 48 9 17 16.973 4.304 0.355 -0.862
2019 48 9 18 20.995 4.319 0.243 -0.892
2019 48 9 19 25.018 4.271 0.311 -0.790
2019 48 9 20 29.040 4.269 0.356 -0.715
2019 48 9 21 32.976 4.306 0.388 -0.703
2019 48 9 22 36.998 4.285 0.381 -0.744
2019 48 9 23 41.021 4.254 0.391 -0.728
2019 48 9 24 45.043 4.281 0.447 -0.674
2019 48 9 25 48.979 4.277 0.513 -0.629
2019 48 9 26 53.002 4.296 0.529 -0.652
2019 48 9 27 57.024 4.179 0.481 -0.658
2019 48 9 29 1.046 4.245 0.451 -0.685
2019 48 9 30 4.982 4.242 0.479 -0.677
2019 48 9 31 9.005 4.216 0.462 -0.770
2019 48 9 32 13.027 4.193 0.454 -0.737
2019 48 9 33 17.050 4.251 0.436 -0.802
2019 48 9 34 20.986 4.186 0.480 -0.795
